Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Data Fato;Horário Fato;Município;Situação Veículo;Tipo Veículo;Ano Modelo;Marca / Modelo;Qtde Veículos
2019-004776824-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;12:11:36;ITAUNA;APREENDIDO;AUTOMOVEL;2011;FIAT/PALIO FIRE ECONOMY;1
2019-004778325-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;12:26:47;ITAUNA;APREENDIDO;AUTOMOVEL;2009;GM/S10 ADVANTAGE D;1
2019-004784714-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;31/01/2019;11:30:00;POMPEU;APREENDIDO;CAMINHONETE;2012;HYUNDAI/HR HDB;1
2019-004792708-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;A16000;CONSUMADO;31/01/2019;11:00:00;PITANGUI;RECUPERADO;AUTOMOVEL;2012;FIAT/STRADA ADVENTURE CD;1
2019-004800866-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;31/01/2019;14:50:25;DIVINOPOLIS;FURTADO;MOTOCICLETA;2011;HONDA/CG150 FAN ESDI;1
2019-004804300-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E08034;CONSUMADO;31/01/2019;15:14:02;ITAUNA;APREENDIDO;MOTOCICLETA;2001;HONDA/CG 125 TITAN KS;1
2019-004825058-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;16:10:00;DORES DO INDAIA;APREENDIDO;MOTOCICLETA;2011;KASINSKI/COMET 150 70;1
2019-004853343-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;15:38:00;ITATIAIUCU;APREENDIDO;MOTOCICLETA;2008;HONDA/CG 125 FAN;1
2019-004856817-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10309;CONSUMADO;31/01/2019;19:49:57;PARA DE MINAS;APREENDIDO;MOTOCICLETA;;YAMAHA/YBR 125E;1
2019-004864882-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;20:50:53;CARMO DO CAJURU;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-004873279-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;21:45:00;PAINS;APREENDIDO;MOTOCICLETA;;HONDA/CG 125;1
2019-004879460-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;31/01/2019;21:54:39;DIVINOPOLIS;ROUBADO;CAMINHONETE;2018;I/FORD RANGER XLT CD4 32;1
2019-004879984-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E08042;CONSUMADO;31/01/2019;22:46:35;ITAUNA;APREENDIDO;AUTOMOVEL;;GM/ASTRA HB 4P ADVANTAGE;1
2019-004886945-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;15:05:00;POMPEU;APREENDIDO;AUTOMOVEL;1996;FIAT/UNO MILLE EP;1
2019-004895329-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;16:00:00;POMPEU;APREENDIDO;CAMIONETA;1994;VW/KOMBI;1
2019-004896455-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;16:20:00;POMPEU;APREENDIDO;AUTOMOVEL;1987;FIAT/UNO CS;1
2019-004900821-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01180;CONSUMADO;01/02/2019;00:00:00;CARMO DO CAJURU;RECUPERADO;AUTOMOVEL;;FIAT/UNO MILLE SX;1
2019-004903825-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;31/01/2019;22:30:00;PITANGUI;FURTADO;MOTOCICLETA;1990;HONDA/CG 125 TODAY;1
2019-004912776-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;01/02/2019;06:50:00;PARA DE MINAS;ROUBADO;CAMINHONETE;2016;FIAT/STRADA WORKING CD;1
2019-004915269-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;08:11:53;ABAETE;APREENDIDO;AUTOMOVEL;1997;GM/BLAZER DLX;1
2019-004915334-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;08:12:53;ABAETE;APREENDIDO;AUTOMOVEL;2001;VW/SAVEIRO 1.8;1
2019-004915650-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;08:15:07;ABAETE;APREENDIDO;CICLOMOTOR;2015;I/SHINERAY XY 50 Q;1
2019-004917242-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;01/02/2019;08:32:10;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2010;GM/CLASSIC LIFE;1
2019-004918247-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;01/02/2019;08:17:00;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2008;YAMAHA/LANDER XTZ250;1
2019-004921294-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;01/02/2019;09:06:39;DIVINOPOLIS;APREENDIDO;REBOQUE;2015;R/DIVINO SANTAFE AB 500;1
2019-004925838-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;09:41:02;ABAETE;APREENDIDO;AUTOMOVEL;2009;GM/S10 EXECUTIVE D;1
2019-004926228-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;09:43:58;ABAETE;APREENDIDO;MOTOCICLETA;1998;HONDA/CG 125 TITAN;1
2019-004929325-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;10:03:56;ITAUNA;APREENDIDO;AUTOMOVEL;2013;VW/NOVO VOYAGE 1.0;1
2019-004930975-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;09:58:10;ABAETE;APREENDIDO;AUTOMOVEL;1995;IMP/FIAT TIPO 1.6IE;1
2019-004931340-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;C01180;CONSUMADO;01/02/2019;08:23:00;ARCOS;APREENDIDO;AUTOMOVEL;1989;VW/PARATI CL;1
2019-004933574-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;10:30:34;ITAUNA;APREENDIDO;AUTOMOVEL;2002;FIAT/SIENA ELX;1
2019-004933819-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;09:50:00;BAMBUI;APREENDIDO;AUTOMOVEL;1999;FIAT/PALIO EDX;1
2019-004936790-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;01/02/2019;10:50:47;FORMIGA;FURTADO;AUTOMOVEL;1989;VW/PARATI CL;1
2019-004942220-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;11:25:26;ITAUNA;APREENDIDO;MOTOCICLETA;2001;HONDA/CG 125 TITAN ES;1
2019-004942378-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;11:26:11;ITAUNA;APREENDIDO;MOTOCICLETA;2017;HONDA/CG 160 TITAN EX;1
2019-004951799-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;12:10:00;POMPEU;APREENDIDO;MOTOCICLETA;2015;DAFRA/ZIG 50;1
2019-004953638-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01180;CONSUMADO;01/02/2019;13:05:32;DIVINOPOLIS;RECUPERADO;MOTOCICLETA;2011;HONDA/CG150 FAN ESDI;1
2019-004958628-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;A16000;CONSUMADO;01/02/2019;13:48:37;PARA DE MINAS;RECUPERADO;MOTOCICLETA;2006;HONDA/CG 150 TITAN KS;1
2019-004965491-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;01/02/2019;14:23:34;DIVINOPOLIS;RECUPERADO;MOTOCICLETA;2009;YAMAHA/FACTOR YBR125 K;1
2019-004983318-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E08034;CONSUMADO;01/02/2019;15:49:38;ITAUNA;APREENDIDO;MOTOCICLETA;2018;NAO INFORMADO;1
2019-004986051-001;POLICIA MILITAR;1 GP/4 PEL/279 CIA PM/60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;15:57:49;PERDIGAO;APREENDIDO;MOTOCICLETA;2010;HONDA/CG 125 FAN KS;1
2019-004992886-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;16:37:10;FORMIGA;APREENDIDO;AUTOMOVEL;2013;I/FIAT PALIO ATTRACT 1.0;1
2019-004993012-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;07:54:00;ARCOS;APREENDIDO;MOTOCICLETA;2010;HONDA/CG 125 FAN KS;1
2019-005001434-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;01/02/2019;17:20:40;DIVINOPOLIS;FURTADO;AUTOMOVEL;2009;FIAT/SIENA ELX FLEX;1
2019-005006108-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01155;CONSUMADO;31/01/2019;17:30:00;NOVA SERRANA;FURTADO;MOTOCICLETA;2001;HONDA/CG 125 TITAN KS;1
2019-005012698-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;01/02/2019;18:29:40;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1995;IMP/FIAT TIPO 1.6IE;1
2019-005024166-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;01/02/2019;19:49:04;PARA DE MINAS;APREENDIDO;MOTOCICLETA;;HONDA/CG 125 FAN;1
2019-005025342-001;POLICIA MILITAR;INVÁLIDO;280 CIA PM/60 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;19:56:13;PITANGUI;APREENDIDO;MOTOCICLETA;2014;HONDA/XRE 300;1
2019-005028675-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;01/02/2019;20:23:26;DIVINOPOLIS;ROUBADO;AUTOMOVEL;2017;TOYOTA/ETIOS SD XS 15 MT;1
2019-005030830-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;19:30:00;CLAUDIO;APREENDIDO;MOTOCICLETA;2011;HONDA/NXR150 BROS ESD;1
2019-005031205-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;E08034;CONSUMADO;01/02/2019;19:30:00;CLAUDIO;APREENDIDO;MOTOCICLETA;1990;HONDA/CG 125 TODAY;1
2019-005044217-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;01/02/2019;21:13:04;BOM DESPACHO;FURTADO;MOTOCICLETA;2014;HONDA/CG 150 TITAN ESD;1
2019-005047853-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;31/01/2019;17:26:00;ITATIAIUCU;APREENDIDO;MOTOCICLETA;2010;HONDA/NXR150 BROS MIX ES;1
2019-005050675-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;23:14:35;ARCOS;APREENDIDO;AUTOMOVEL;2000;GM/VECTRA GLS;1
2019-005052423-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;23:26:35;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1999;FIAT/UNO MILLE EX;1
2019-005053036-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T00009;CONSUMADO;01/02/2019;23:33:12;NOVA SERRANA;APREENDIDO;MOTOCICLETA;;HONDA/CG 125 TITAN;1
2019-005056698-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;I04028;CONSUMADO;01/02/2019;23:52:00;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1998;GM/CORSA WIND;1
2019-005056882-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;01/02/2019;23:30:00;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2010;HONDA/BIZ 125 KS;1
2019-005056986-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;20:18:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;2001;FIAT/PALIO ELX;1
2019-005057229-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;00:10:27;SAO GONCALO DO PARA;APREENDIDO;MOTOCICLETA;2004;YAMAHA/YBR 125E;1
2019-005059635-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;02/02/2019;00:13:21;PARA DE MINAS;FURTADO;MOTOCICLETA;1997;HONDA/CG 125 TITAN;1
2019-005061619-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;01/02/2019;21:20:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;1999;M.BENZ/A 160;1
2019-005062460-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;02/02/2019;00:30:00;SANTO ANTONIO DO MONTE;APREENDIDO;MOTOCICLETA;2007;HONDA/CG 150 TITAN KS;1
2019-005068363-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10306;CONSUMADO;02/02/2019;01:45:00;SAO SEBASTIAO DO OESTE;APREENDIDO;AUTOMOVEL;2001;GM/CORSA WIND;1
2019-005069158-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A16000;CONSUMADO;31/01/2019;17:30:00;PAPAGAIOS;RECUPERADO;AUTOMOVEL;2008;FIAT/PALIO ELX FLEX;1
2019-005070400-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;02/02/2019;02:54:26;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2007;HONDA/CG 125 FAN;1
2019-005070466-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;02/02/2019;02:55:31;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2003;HONDA/CG 125 TITAN KS;1
2019-005070635-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;02/02/2019;02:57:42;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2003;HONDA/CG 125 TITAN KSE;1
2019-005073143-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;02/02/2019;03:00:00;PARA DE MINAS;APREENDIDO;AUTOMOVEL;1999;VW/SAVEIRO CL 1.6 MI;1
2019-005077953-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;02/02/2019;03:31:11;DIVINOPOLIS;ROUBADO;AUTOMOVEL;2006;GM/VECTRA SEDAN ELEGANCE;1
2019-005081650-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;02/02/2019;05:52:15;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2018;VW/NOVO VOYAGE TL MBV;1
2019-005082012-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;02/02/2019;06:39:46;BOM DESPACHO;FURTADO;AUTOMOVEL;1995;GM/KADETT GL;1
2019-005093291-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;B01121;CONSUMADO;02/02/2019;07:50:22;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2012;I/FIAT SIENA EL FLEX;1
2019-005093370-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;02/02/2019;10:08:27;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2008;FIAT/PUNTO 1.4;1
2019-005100583-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;11:21:50;ITAUNA;APREENDIDO;MOTOCICLETA;2010;HONDA/CG 125 FAN KS;1
2019-005101521-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;T00009;CONSUMADO;02/02/2019;02:30:00;CLAUDIO;APREENDIDO;AUTOMOVEL;;FIAT/UNO MILLE FIRE FLEX;1
2019-005105952-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01180;CONSUMADO;02/02/2019;12:21:01;ARAUJOS;RECUPERADO;MOTOCICLETA;2004;HONDA/CG 150 TITAN ESD;1
2019-005107873-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T00009;CONSUMADO;02/02/2019;12:50:52;PARA DE MINAS;APREENDIDO;MOTOCICLETA;;YAMAHA/XJ6 N;1
2019-005109230-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;11:05:00;MARTINHO CAMPOS;APREENDIDO;MOTOCICLETA;2006;HONDA/CG 150 TITAN KS;1
2019-005109675-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;02/02/2019;11:25:00;JAPARAIBA;ROUBADO;AUTOMOVEL;2005;VW/PARATI 2.0 TRACKFIELD;1
2019-005109989-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;11:40:00;CORREGO FUNDO;APREENDIDO;AUTOMOVEL;1989;VW/GOL CL;1
2019-005112340-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;11:20:00;PIMENTA;APREENDIDO;MOTOCICLETA;;Y/YAMAHA RD 135 Z;1
2019-005112807-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;13:47:45;LAGOA DA PRATA;APREENDIDO;CAMINHONETE;2013;CHEVROLET/S10 LTZ DD4;1
2019-005113121-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;02/02/2019;07:20:00;PARA DE MINAS;APREENDIDO;AUTOMOVEL;1995;IMP/FIAT TIPO 1.6IE;1
2019-005114730-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;02/02/2019;07:50:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2008;HONDA/BIZ 125 KS;1
2019-005116649-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;02/02/2019;08:10:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2007;HONDA/CG 125 FAN;1
2019-005118215-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;02/02/2019;08:40:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2004;HONDA/CG 125 TITAN KS;1
2019-005119969-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;02/02/2019;10:20:00;PARA DE MINAS;APREENDIDO;REBOQUE;;NAO INFORMADO;1
2019-005136574-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;COPOM/7 BPM/7 RPM;C01155;CONSUMADO;02/02/2019;16:49:57;BOM DESPACHO;FURTADO;AUTOMOVEL;1996;VW/GOL 1000;1
2019-005137870-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;02/02/2019;17:08:08;LAGOA DA PRATA;APREENDIDO;MOTOCICLETA;2010;YAMAHA/FACTOR YBR125 K;1
2019-005139747-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;16:00:00;POMPEU;APREENDIDO;AUTOMOVEL;1990;FIAT/PREMIO CSL 1.6;1
2019-005142480-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;02/02/2019;17:06:13;NOVA SERRANA;FURTADO;MOTOCICLETA;2001;HONDA/CG 125 TITAN KS;1
2019-005143366-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10311;CONSUMADO;02/02/2019;16:40:00;ITAPECERICA;APREENDIDO;MOTOCICLETA;2015;YAMAHA/XT 660R;1
2019-005149978-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01155;CONSUMADO;02/02/2019;18:21:32;NOVA SERRANA;FURTADO;MOTOCICLETA;2005;HONDA/CG 125 FAN;1
2019-005151832-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;T10306;CONSUMADO;02/02/2019;18:52:17;BOM DESPACHO;APREENDIDO;AUTOMOVEL;1990;FIAT/UNO S;1
2019-005154589-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;02/02/2019;18:40:00;CLAUDIO;APREENDIDO;AUTOMOVEL;2002;VW/GOLF;1
2019-005158323-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10306;CONSUMADO;02/02/2019;19:30:00;MORADA NOVA DE MINAS;APREENDIDO;AUTOMOVEL;;NAO INFORMADO;1
2019-005158756-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T00009;CONSUMADO;02/02/2019;18:40:04;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;;FIAT/PALIO ELX FLEX;1
2019-005170209-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;21:33:54;SAO GONCALO DO PARA;APREENDIDO;MOTOCICLETA;;HONDA/CG 150 FAN ESI;1
2019-005175963-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;02/02/2019;22:25:01;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;1997;FIAT/PALIO WEEKEND STILE;1
2019-005184347-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;02/02/2019;22:31:59;BOM DESPACHO;RECUPERADO;AUTOMOVEL;1996;VW/GOL 1000;1
2019-005186390-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;02/02/2019;19:07:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;2013;CHEV/PRISMA 1.0MT LT;1
2019-005189196-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;T00007;CONSUMADO;02/02/2019;23:29:48;MOEMA;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-005189744-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;03/02/2019;00:00:40;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2004;FIAT/PALIO FIRE;1
