Código Grupo Tipo Material;Descrição Longa Grupo Tipo Material;Código Tipo Material;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Valor
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;MILHEIRO;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;METRO QUADRADO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;QUILATE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;CENTO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1903;ESTABILIZADOR / NO-BREAK;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1904;GRAVADOR / LEITOR DE CD / DVD;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1904;GRAVADOR / LEITOR DE CD / DVD;QUILOGRAMA;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1904;GRAVADOR / LEITOR DE CD / DVD;UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1904;GRAVADOR / LEITOR DE CD / DVD;DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1904;GRAVADOR / LEITOR DE CD / DVD;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;MILIMETRO;0.001
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;MILIGRAMA;0.001
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;QUILOGRAMA;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1905;IMPRESSORA;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;METRO CUBICO;3000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;QUILATE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;GRAMA;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;QUILOGRAMA;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;CENTO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;MILHEIRO;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1906;MICRO COMPUTADOR;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;QUILOMETRO;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;METRO QUADRADO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;QUILOGRAMA;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;CENTO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1907;SISTEMAS OPERACIONAIS;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;ARE;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;LITRO;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;ESTEREO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;QUILATE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;GRAMA;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;QUILOGRAMA;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;TONELADA;100000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;ARROBA;15000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;CENTO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;MILHEIRO;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1999;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2001;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO RESTRITO E/OU PROIBIDO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2001;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO RESTRITO E/OU PROIBIDO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2001;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO RESTRITO E/OU PROIBIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2002;ARTEFATO EXPLOSIVO / BOMBA EXPLOSIVA / DISPOSITIVO EXPLOSIVO DISSIMULADO / ENGENHO EXPLOSIVO (USO RESTRITO);METRO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2002;ARTEFATO EXPLOSIVO / BOMBA EXPLOSIVA / DISPOSITIVO EXPLOSIVO DISSIMULADO / ENGENHO EXPLOSIVO (USO RESTRITO);GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2002;ARTEFATO EXPLOSIVO / BOMBA EXPLOSIVA / DISPOSITIVO EXPLOSIVO DISSIMULADO / ENGENHO EXPLOSIVO (USO RESTRITO);QUILOGRAMA;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2002;ARTEFATO EXPLOSIVO / BOMBA EXPLOSIVA / DISPOSITIVO EXPLOSIVO DISSIMULADO / ENGENHO EXPLOSIVO (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2002;ARTEFATO EXPLOSIVO / BOMBA EXPLOSIVA / DISPOSITIVO EXPLOSIVO DISSIMULADO / ENGENHO EXPLOSIVO (USO RESTRITO);DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2002;ARTEFATO EXPLOSIVO / BOMBA EXPLOSIVA / DISPOSITIVO EXPLOSIVO DISSIMULADO / ENGENHO EXPLOSIVO (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2003;BOCAIS LANCA-GRANADAS (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2003;BOCAIS LANCA-GRANADAS (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2004;CARREGADOR / MUNICIADOR DE ARMA DE FOGO (USO RESTRITO);GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2004;CARREGADOR / MUNICIADOR DE ARMA DE FOGO (USO RESTRITO);QUILOGRAMA;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2004;CARREGADOR / MUNICIADOR DE ARMA DE FOGO (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2004;CARREGADOR / MUNICIADOR DE ARMA DE FOGO (USO RESTRITO);DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2004;CARREGADOR / MUNICIADOR DE ARMA DE FOGO (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2005;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;MILIMETRO;0.001
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2005;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2005;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2005;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2005;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2006;CAPACETES CONTRA ARMAS DE FOGO DE USO RESTRITO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2006;CAPACETES CONTRA ARMAS DE FOGO DE USO RESTRITO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2007;COLETES CONTRA ARMAS DE FOGO DE USO RESTRITO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2007;COLETES CONTRA ARMAS DE FOGO DE USO RESTRITO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2008;DISPOSITIVOS DE PONTARIA QUE EMPREGAM LUZ OU OUTRO MEIO DE MARCAR O ALVO (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2008;DISPOSITIVOS DE PONTARIA QUE EMPREGAM LUZ OU OUTRO MEIO DE MARCAR O ALVO (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2009;DISPOSITIVOS OPTICOS DE PONTARIA COM AUMENTO IGUAL OU MAIOR QUE SEIS VEZES OU DIAMETRO DA OBJETIVA IGUAL OU MAIOR QUE TRINTA MILIMETROS (USO RESTRITO);GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2009;DISPOSITIVOS OPTICOS DE PONTARIA COM AUMENTO IGUAL OU MAIOR QUE SEIS VEZES OU DIAMETRO DA OBJETIVA IGUAL OU MAIOR QUE TRINTA MILIMETROS (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2009;DISPOSITIVOS OPTICOS DE PONTARIA COM AUMENTO IGUAL OU MAIOR QUE SEIS VEZES OU DIAMETRO DA OBJETIVA IGUAL OU MAIOR QUE TRINTA MILIMETROS (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2010;EQUIPAMENTOS PARA VISAO NOTURNA (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2010;EQUIPAMENTOS PARA VISAO NOTURNA (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2011;ESCUDOS CONTRA ARMAS DE FOGO PORTATEIS DE USO RESTRITO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2011;ESCUDOS CONTRA ARMAS DE FOGO PORTATEIS DE USO RESTRITO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2012;ESPADAS E ESPADINS UTILIZADOS PELAS FORCAS ARMADAS E FORCAS AUXILIARES(USO RESTRITO);CENTIMETRO;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2012;ESPADAS E ESPADINS UTILIZADOS PELAS FORCAS ARMADAS E FORCAS AUXILIARES(USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2012;ESPADAS E ESPADINS UTILIZADOS PELAS FORCAS ARMADAS E FORCAS AUXILIARES(USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2013;EXPLOSIVO INDUSTRIALIZADO UTILIZADO EM MINERACAO (USO RESTRITO);METRO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2013;EXPLOSIVO INDUSTRIALIZADO UTILIZADO EM MINERACAO (USO RESTRITO);GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2013;EXPLOSIVO INDUSTRIALIZADO UTILIZADO EM MINERACAO (USO RESTRITO);QUILOGRAMA;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2013;EXPLOSIVO INDUSTRIALIZADO UTILIZADO EM MINERACAO (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2013;EXPLOSIVO INDUSTRIALIZADO UTILIZADO EM MINERACAO (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2014;MUNICOES COM PROJETEIS QUE CONTENHAM ELEMENTOS QUIMICOS AGRESSIVOS, CUJOS EFEITOS SOBRE A PESSOA ATI;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2014;MUNICOES COM PROJETEIS QUE CONTENHAM ELEMENTOS QUIMICOS AGRESSIVOS, CUJOS EFEITOS SOBRE A PESSOA ATI;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2014;MUNICOES COM PROJETEIS QUE CONTENHAM ELEMENTOS QUIMICOS AGRESSIVOS, CUJOS EFEITOS SOBRE A PESSOA ATI;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2015;MUNICAO QUIMICA, EXPLOSIVA OU FULMIGENA, PARA EMPREGO MILITAR OU POLICIAL-MILITAR (ESPARGIDOR, GRANA;QUILATE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2015;MUNICAO QUIMICA, EXPLOSIVA OU FULMIGENA, PARA EMPREGO MILITAR OU POLICIAL-MILITAR (ESPARGIDOR, GRANA;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2015;MUNICAO QUIMICA, EXPLOSIVA OU FULMIGENA, PARA EMPREGO MILITAR OU POLICIAL-MILITAR (ESPARGIDOR, GRANA;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2016;MUNICOES OU DISPOSITIVOS COM EFEITOS PIROTECNICOS, OU DISPOSITIVOS SIMILARES CAPAZES DE PROVOCAR INCENDIO OU EXPLOSOES(SINALIZADORES) (RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2016;MUNICOES OU DISPOSITIVOS COM EFEITOS PIROTECNICOS, OU DISPOSITIVOS SIMILARES CAPAZES DE PROVOCAR INCENDIO OU EXPLOSOES(SINALIZADORES) (RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2017;OUTRAS BLINDAGENS BALISTICAS PARA MUNICOES DE USO RESTRITO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2017;OUTRAS BLINDAGENS BALISTICAS PARA MUNICOES DE USO RESTRITO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2019;SILENCIADORES DE TIRO (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2019;SILENCIADORES DE TIRO (USO RESTRITO);DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2019;SILENCIADORES DE TIRO (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);MILIMETRO;0.001
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);CENTIMETRO;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);QUILATE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);MILIGRAMA;0.001
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);CENTO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);MILHEIRO;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2020;SIMULACRO DE ARMA DE FOGO (USO RESTRITO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2051;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO PERMITIDO;QUILATE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2051;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO PERMITIDO;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2051;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO PERMITIDO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2051;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2052;CAPACETES CONTRA ARMAS DE FOGO DE USO PERMITIDO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2052;CAPACETES CONTRA ARMAS DE FOGO DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;CENTIMETRO;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;1
