Número REDS,Data Fato
2018-001313216-001,1/1/2018
2018-013588225-001,3/26/2018
2018-002946698-001,1/21/2018
2019-022475023-001,5/14/2019
2019-017195155-001,4/13/2019
2018-044100065-001,10/2/2018
2019-021156739-001,5/6/2019
2018-012549469-001,3/20/2018
2018-031915848-001,7/19/2018
2018-014105245-001,3/29/2018
2018-019218786-001,5/1/2018
2018-008701080-001,2/26/2018
2018-056345717-001,12/19/2018
2019-020556031-001,5/3/2019
2018-051751832-001,11/20/2018
2018-036478288-001,8/16/2018
2018-003799217-001,1/26/2018
2018-014911992-001,4/4/2018
2018-035861718-001,8/13/2018
2018-053096354-001,11/28/2018
2018-001196236-001,1/9/2018
2019-026456433-001,6/5/2019
2018-038886059-001,8/29/2018
2019-009142568-001,2/26/2019
2018-010205318-001,3/3/2018
2018-030609738-001,7/11/2018
2018-007808394-001,2/20/2018
2018-018639933-001,4/27/2018
2018-022545876-001,5/21/2018
2018-040355710-001,9/9/2018
2018-010287806-001,3/7/2018
2018-021441006-001,5/14/2018
2019-022232759-001,5/12/2019
2018-031102443-001,7/14/2018
2018-022430110-001,5/18/2018
2018-018605246-001,4/27/2018
2018-021244797-001,5/14/2018
2018-046063869-001,10/15/2018
2018-057969869-001,12/30/2018
2019-016119350-001,4/7/2019
2019-026075685-001,6/3/2019
2018-000727694-001,1/6/2018
2019-025407838-001,5/30/2019
2018-044236403-001,10/3/2018
2018-038192876-001,8/27/2018
2018-056409973-001,12/19/2018
2018-057830837-001,12/29/2018
2019-021740490-001,5/9/2019
2018-013944402-001,3/28/2018
2018-039116984-001,9/1/2018
2018-038628457-001,8/29/2018
2018-018180561-001,4/24/2018
2018-004761870-001,2/1/2018
2018-004759360-001,2/1/2018
2019-010566490-001,3/6/2019
2019-021929163-001,5/10/2019
2019-011969850-001,3/14/2019
2018-032940892-001,7/26/2018
2019-011470172-001,3/12/2019
2018-004120546-001,1/29/2018
2018-058065425-001,12/31/2018
2019-007866710-001,2/19/2019
2018-001671773-001,1/12/2018
2018-000655576-001,1/5/2018
2018-002035180-001,1/15/2018
2018-045073854-001,10/8/2018
2018-038989503-001,8/31/2018
2018-041233016-001,9/14/2018
2018-005456665-001,2/6/2018
2019-018732505-001,4/22/2019
2018-057074760-001,12/24/2018
2018-012763650-001,3/21/2018
2018-050539396-001,11/11/2018
2018-033847133-001,8/1/2018
2018-047185925-001,10/22/2018
2019-019397149-001,4/24/2019
2019-013839942-001,3/25/2019
2018-015275507-001,4/6/2018
2018-019057399-001,4/30/2018
2019-009833981-001,3/2/2019
2018-009586745-001,3/2/2018
2018-020508400-001,5/8/2018
2018-055750289-001,12/14/2018
2019-022469656-001,5/13/2019
2019-023202511-001,5/18/2019
2019-018503407-001,4/21/2019
2018-051240950-001,11/16/2018
2018-045776040-001,10/13/2018
2018-039414172-001,9/3/2018
2018-043397090-001,9/28/2018
2018-008213931-001,2/23/2018
2019-020199975-001,4/30/2019
2018-013274668-001,3/24/2018
2018-020754220-001,5/10/2018
2018-033182911-001,7/27/2018
2018-046657180-001,10/18/2018
2018-058004729-001,12/30/2018
2018-054473822-001,12/7/2018
2018-052101299-001,11/22/2018
2018-002864091-001,1/20/2018
2019-013597869-001,3/24/2019
2019-020600165-001,5/3/2019
2018-001092623-001,1/8/2018
2018-041034964-001,9/13/2018
2019-016636409-001,4/10/2019
2018-007146520-001,2/15/2018
2018-045084280-001,10/8/2018
2018-000827556-001,1/6/2018
2018-056835739-001,12/22/2018
2019-022241461-001,5/12/2019
2018-044976425-001,10/8/2018
2018-032830505-001,7/25/2018
2018-005634131-001,1/2/2018
2018-052991076-001,11/28/2018
2018-022673710-001,5/18/2018
2018-012091113-001,3/17/2018
2018-035733586-001,8/12/2018
2018-027034699-001,6/19/2018
2019-013026262-001,3/20/2019
2018-044608430-001,10/5/2018
2018-041813524-001,9/18/2018
2018-024741273-001,6/5/2018
2018-013152856-001,3/23/2018
2018-033708130-001,7/31/2018
2018-036427154-001,8/16/2018
2018-012951749-001,3/22/2018
2018-023702028-001,5/29/2018
2019-019543882-001,4/27/2019
2018-010858765-001,3/10/2018
2018-057526253-001,12/27/2018
2018-001659675-001,1/11/2018
2018-014556621-001,3/30/2018
2018-033926056-001,8/1/2018
2018-000862358-001,1/7/2018
2018-000247912-001,1/2/2018
2018-007048551-001,2/16/2018
2019-003244572-001,1/22/2019
2018-007863429-001,2/21/2018
2018-028441678-001,6/28/2018
2018-020606162-001,5/9/2018
2018-025448089-001,6/9/2018
2018-001091710-001,1/8/2018
2018-032870457-001,7/25/2018
2018-048015549-001,10/26/2018
2018-026189707-001,6/14/2018
2018-038702091-001,8/30/2018
2019-012161050-001,3/15/2019
2019-009780712-001,3/2/2019
2018-000862449-001,1/7/2018
2019-017015941-001,4/12/2019
2018-045767052-001,10/13/2018
2018-013785973-001,3/27/2018
2018-016005676-001,4/10/2018
2018-044606835-001,10/5/2018
2019-015483290-001,4/3/2019
2018-009913028-001,3/5/2018
2019-023284740-001,5/18/2019
2018-012545956-001,3/20/2018
2018-048237764-001,10/28/2018
2018-017560794-001,4/20/2018
2018-029769916-001,7/6/2018
2018-025684843-001,6/10/2018
2018-049793125-001,8/31/2018
2018-012325231-001,3/19/2018
2018-014744410-001,4/3/2018
2018-002676080-001,1/19/2018
2018-010653807-001,3/9/2018
2018-036687974-001,8/18/2018
2018-049644715-001,11/6/2018
2019-017059497-001,4/12/2019
2018-007738197-001,2/20/2018
2018-023844354-001,5/30/2018
2018-052654313-001,11/26/2018
2019-002355831-001,1/16/2019
2019-025668602-001,5/31/2019
2018-014548731-001,4/2/2018
2018-038160450-001,8/26/2018
2018-041948937-001,9/17/2018
2018-037556764-001,8/23/2018
2018-011767033-001,3/15/2018
2018-015355283-001,4/6/2018
2019-011528087-001,3/12/2019
2018-041532365-001,9/17/2018
2019-018989810-001,4/24/2019
2018-049992753-001,11/8/2018
2019-004625882-001,1/30/2019
2019-018928603-001,4/22/2019
2018-046313951-001,10/16/2018
2018-022699370-001,5/22/2018
2018-017839982-001,4/22/2018
2018-055154630-001,12/11/2018
2018-031733678-001,7/18/2018
2018-018659360-001,4/27/2018
2018-001947262-001,1/14/2018
2018-046945901-001,10/20/2018
2018-022761057-001,5/22/2018
2018-019141821-001,4/30/2018
2018-013777832-001,3/27/2018
2018-004501677-001,1/31/2018
2018-033885227-001,8/1/2018
2018-043089930-001,9/26/2018
2019-015442763-001,4/3/2019
2018-050012755-001,11/8/2018
2019-002447606-001,1/16/2019
2018-008012410-001,2/21/2018
2018-026852575-001,6/18/2018
2018-021058324-001,5/12/2018
2018-018564930-001,4/26/2018
2019-008453321-001,2/22/2019
2019-001499135-001,1/10/2019
2018-008279881-001,2/23/2018
2018-042758714-001,9/24/2018
2018-036043058-001,8/11/2018
2018-036584961-001,8/17/2018
2018-013832609-001,3/28/2018
2018-021291511-001,5/14/2018
2018-035529817-001,8/11/2018
2018-007827635-001,2/20/2018
2019-019719886-001,4/28/2019
2018-040126850-001,9/8/2018
2018-003814518-001,1/26/2018
2019-023121370-001,5/17/2019
2018-028438477-001,3/27/2018
2018-057992456-001,12/30/2018
2018-007839116-001,2/20/2018
2018-019383750-001,5/2/2018
2019-012805981-001,3/19/2019
2018-030954443-001,7/13/2018
2018-012451669-001,3/20/2018
2018-050977394-001,10/10/2018
2018-035405235-001,8/10/2018
2019-006391834-001,2/6/2019
2018-016581539-001,4/14/2018
2019-012374760-001,3/17/2019
2018-041623480-001,9/17/2018
2018-048045181-001,10/26/2018
2018-050562820-001,11/9/2018
2019-018517335-001,4/21/2019
2018-047779653-001,10/25/2018
2018-051642612-001,11/19/2018
2018-048151157-001,10/27/2018
2018-042577207-001,9/23/2018
2018-000539601-001,1/4/2018
2018-007375369-001,2/18/2018
2018-051919410-001,11/21/2018
2019-005466200-001,2/4/2019
2019-017070588-001,4/12/2019
2018-018325878-001,4/25/2018
2018-009231250-001,2/28/2018
2018-053750908-001,12/3/2018
2018-019006371-001,4/29/2018
2018-006797551-001,2/14/2018
2019-026479936-001,6/4/2019
2019-001515785-001,1/10/2019
2018-002532710-001,1/18/2018
2018-005351822-001,2/5/2018
2019-023642757-001,5/20/2019
2018-056338680-001,12/19/2018
2018-016032653-001,4/11/2018
2018-022906335-001,5/23/2018
2019-003200347-001,1/21/2019
2019-014671613-001,3/30/2019
2019-017443420-001,4/14/2019
2019-010001793-001,3/3/2019
2019-023384969-001,5/19/2019
2018-019445409-001,5/2/2018
2018-048730539-001,10/31/2018
2018-018317200-001,4/24/2018
2018-056055951-001,12/17/2018
2018-035928348-001,8/13/2018
2018-047653410-001,10/24/2018
2019-012337903-001,3/17/2019
2018-011056656-001,3/11/2018
2018-032267587-001,7/22/2018
2018-014177950-001,3/30/2018
2018-041073961-001,9/14/2018
2019-011762723-002,12/19/2018
2018-028151661-001,6/26/2018
2018-041318707-001,9/15/2018
2018-008479029-001,2/24/2018
2018-041062372-001,9/13/2018
2019-009663615-001,3/1/2019
2018-025737560-001,6/11/2018
2018-017915598-001,4/21/2018
2018-050932387-001,11/14/2018
2019-026956175-001,6/8/2019
2018-048916042-001,11/1/2018
2018-044085535-001,10/2/2018
2019-011487559-001,3/12/2019
2018-050152480-001,11/9/2018
2019-020873564-001,5/5/2019
2018-001990387-001,1/14/2018
2018-053477880-001,11/30/2018
2018-000393792-001,1/3/2018
2018-047991400-001,10/26/2018
2018-017805410-001,4/22/2018
2018-042590591-001,9/23/2018
2018-025251155-001,6/8/2018
2019-015061150-001,4/1/2019
2018-048501101-001,10/30/2018
2018-021336574-001,5/14/2018
2018-055564578-001,12/13/2018
2019-025705301-001,6/1/2019
2018-036835732-001,8/19/2018
2018-032271074-001,7/22/2018
2019-026311824-001,6/5/2019
2019-014539574-001,3/29/2019
2018-033517846-001,7/30/2018
2019-014016251-001,3/26/2019
2019-018820312-001,4/21/2019
2019-001480364-001,1/10/2019
2018-039572969-001,9/4/2018
2018-031823010-001,7/19/2018
2019-020482494-001,5/2/2019
2018-045780114-001,10/13/2018
2018-011518370-001,3/14/2018
2018-053075803-001,11/27/2018
2019-025920917-001,6/3/2019
2018-044886151-001,10/7/2018
2018-000209440-001,1/2/2018
2018-032098033-001,7/20/2018
2019-008302715-001,2/21/2019
2018-038091308-001,8/26/2018
2018-006523158-001,2/12/2018
2018-037673125-001,8/24/2018
2019-014613754-001,3/29/2019
2018-002499490-001,1/18/2018
2019-009483429-001,2/28/2019
2018-054671566-001,12/8/2018
2018-037942180-001,8/25/2018
2018-051969880-001,11/21/2018
2018-049175389-001,11/3/2018
2018-036166739-001,8/15/2018
2018-039165056-001,9/2/2018
2019-017401370-001,4/15/2019
2018-001011443-001,1/8/2018
2018-015726760-001,4/9/2018
2018-056755367-001,12/21/2018
2018-043451134-001,9/28/2018
2018-039389032-001,9/3/2018
2018-005776414-001,2/8/2018
2018-006791883-001,2/14/2018
2019-001457792-001,12/29/2018
2019-000753608-001,1/6/2019
2018-002324085-001,1/17/2018
2018-002061604-001,1/15/2018
2019-001729333-001,1/12/2019
2018-031989650-001,7/20/2018
2018-044161307-001,10/3/2018
2019-004421762-001,1/29/2019
2018-015892634-001,4/10/2018
2018-035543799-001,8/11/2018
2019-004621213-002,1/29/2019
2019-018684470-001,4/22/2019
2018-016351962-001,4/12/2018
2018-044355315-001,10/4/2018
2018-054866280-001,12/10/2018
2018-047547580-001,10/24/2018
2018-028506346-001,6/28/2018
2018-036873870-001,8/19/2018
2018-008613400-001,2/25/2018
2018-005308491-001,2/5/2018
2019-002719978-001,1/18/2019
2018-028390765-001,6/28/2018
2018-005227422-001,2/5/2018
2019-006696773-001,2/12/2019
2018-005879587-001,2/8/2018
2018-049079365-001,11/2/2018
2018-039576080-001,9/4/2018
2018-047759258-001,10/25/2018
2018-000339609-001,1/3/2018
2018-038278264-001,8/27/2018
2018-007917376-001,2/21/2018
2019-003403960-001,1/22/2019
2019-017719405-001,4/16/2019
2018-034872870-001,8/7/2018
2019-012984567-001,3/20/2019
2018-004958160-001,2/2/2018
2019-012774214-001,3/19/2019
2019-016832799-001,4/11/2019
2019-009736922-001,3/1/2019
2019-017830141-001,4/17/2019
2018-046346529-001,10/16/2018
2019-004213932-001,1/28/2019
2018-052449164-001,11/24/2018
2019-006683592-001,2/12/2019
2019-001684246-001,1/11/2019
2018-029718704-001,7/6/2018
2018-032760364-001,7/25/2018
2018-008283416-001,2/23/2018
2018-021951110-001,5/17/2018
2018-057196691-001,12/25/2018
2019-008415830-001,2/22/2019
2019-017518449-001,4/15/2019
2018-012410753-001,3/19/2018
2018-042854662-001,9/24/2018
2018-024253930-001,6/1/2018
2018-046745021-001,10/19/2018
2018-050362294-001,11/11/2018
2019-023824130-001,5/21/2019
2019-006837661-001,2/13/2019
2018-040092280-001,9/7/2018
2018-030776804-001,7/12/2018
2018-038954727-001,8/31/2018
2018-052736606-001,11/26/2018
2018-046850243-001,10/20/2018
2018-024891960-001,6/6/2018
2018-054018253-001,12/4/2018
2018-006518008-001,2/12/2018
2018-012452388-001,3/20/2018
2018-019900397-001,5/5/2018
2018-021076025-001,5/12/2018
2018-039906795-001,9/6/2018
2018-050302614-001,11/10/2018
2019-005075519-001,2/2/2019
2018-033701062-001,7/31/2018
2019-017039427-001,4/7/2019
2019-025930652-001,6/3/2019
2018-045330503-001,10/10/2018
2018-002768758-001,1/19/2018
2018-033901250-001,7/29/2018
2018-036273122-001,8/15/2018
2018-055181279-001,12/11/2018
2019-013948153-001,3/26/2019
2019-018009008-001,4/17/2019
2019-025268020-001,5/30/2019
2018-024970315-001,6/6/2018
2019-007776722-001,2/18/2019
2018-046119432-001,10/15/2018
2019-008441487-001,2/22/2019
2018-004960066-001,2/2/2018
2018-015743741-001,4/9/2018
2018-004739791-001,2/1/2018
2018-009033993-001,2/27/2018
2018-004868878-001,2/1/2018
2018-012850118-001,3/22/2018
2018-049096087-001,11/2/2018
2018-008263101-001,2/22/2018
2018-048072171-001,10/26/2018
2019-015276975-001,4/2/2019
2018-012180304-001,3/18/2018
2018-027581600-001,6/23/2018
2018-014546009-001,4/2/2018
2018-000630598-001,1/5/2018
2018-031960106-001,7/20/2018
2019-003909173-001,1/25/2019
2018-005010780-001,2/3/2018
2018-006484789-001,2/12/2018
2018-021090449-001,5/12/2018
2018-034793813-001,8/7/2018
2018-011681121-001,3/15/2018
2018-035311719-001,8/10/2018
2018-050233478-001,11/9/2018
2018-039027304-001,9/1/2018
2018-017740439-001,4/21/2018
2018-039543519-001,9/4/2018
2018-002086088-001,1/15/2018
2018-003087760-001,1/21/2018
2018-011721940-001,3/11/2018
2018-000381653-001,1/3/2018
2018-001398918-001,1/10/2018
2018-002899244-001,1/20/2018
2018-019712740-001,5/4/2018
2018-008206667-001,2/22/2018
2018-048116327-001,10/27/2018
2018-035526657-001,8/11/2018
2018-045574550-001,10/11/2018
2018-036355848-001,8/16/2018
2018-002611360-001,1/18/2018
2018-013953535-001,3/28/2018
2018-037056236-001,8/20/2018
2018-000569482-001,1/4/2018
2019-004080492-001,1/27/2019
2018-001720988-001,1/12/2018
2018-035359996-001,8/10/2018
2018-034398682-001,8/4/2018
2018-056176167-001,12/18/2018
2018-035016227-001,8/7/2018
2018-057785044-001,12/28/2018
2018-057463032-001,12/27/2018
2018-051550155-001,11/17/2018
2018-029695620-001,6/22/2018
2019-009554884-001,2/28/2019
2019-007531346-001,2/17/2019
2019-002407617-001,1/15/2019
2018-036658643-001,8/17/2018
2018-021452608-001,5/15/2018
2018-019514300-001,5/3/2018
2019-000090551-001,1/1/2019
2018-035436684-001,8/10/2018
2018-007455665-001,2/18/2018
2018-007663924-001,2/19/2018
2018-010246117-001,3/7/2018
2019-023989418-001,5/22/2019
2018-036437360-001,8/16/2018
2018-004572927-001,1/31/2018
2018-004579342-001,1/31/2018
2018-026350966-001,6/15/2018
2018-057476740-001,12/27/2018
2018-003373687-001,1/23/2018
2018-015989533-001,4/10/2018
2018-042671156-001,9/24/2018
2019-000353249-001,12/26/2018
2019-021962690-001,5/11/2019
2018-038905029-001,8/31/2018
2019-025412778-001,5/30/2019
2018-039079971-001,9/1/2018
2018-044756083-001,10/6/2018
2018-004352388-001,1/30/2018
2018-023247109-001,5/25/2018
2018-038649898-001,8/29/2018
2018-018369761-001,4/25/2018
2018-014014870-001,3/29/2018
2018-023810754-001,5/30/2018
2018-034292598-001,8/3/2018
2018-038038482-001,8/26/2018
2018-043857557-001,10/1/2018
2019-007140510-001,2/14/2019
2019-014439370-001,3/28/2019
2019-027508649-001,6/11/2019
2019-015937355-001,4/6/2019
2018-051994871-001,11/21/2018
2018-021639902-001,5/16/2018
2018-019629440-001,5/3/2018
2018-032054739-001,7/20/2018
2019-020160179-001,4/26/2019
2018-026318854-001,6/15/2018
2018-050653186-001,11/13/2018
2019-017974661-001,4/18/2019
2018-017147551-001,4/18/2018
2018-002049590-001,1/15/2018
2019-010350908-001,3/5/2019
2018-044598878-001,10/5/2018
2018-034793800-001,8/7/2018
2018-043715970-001,9/30/2018
2018-050404306-001,11/11/2018
2018-050404306-002,11/11/2018
2019-007954543-001,2/19/2019
2018-038685010-001,8/30/2018
2018-042819390-001,9/25/2018
2019-021743753-001,5/9/2019
2019-008970361-001,2/25/2019
2018-056061476-001,12/16/2018
2019-013752450-001,3/24/2019
2018-032637482-001,7/24/2018
2018-045490214-001,10/11/2018
2018-053801498-001,12/3/2018
2019-016333960-001,4/8/2019
2019-017916902-001,4/17/2019
2018-001354097-001,1/10/2018
2019-021730607-001,5/9/2019
2018-021981642-001,5/18/2018
2018-000605579-001,1/5/2018
2019-012806252-001,3/19/2019
2018-036100479-001,8/14/2018
2018-042857807-001,9/25/2018
2019-026200687-001,6/4/2019
2018-000386944-001,1/3/2018
2018-016813736-001,4/15/2018
2018-050237410-001,11/10/2018
2018-008828401-001,2/26/2018
2018-005782387-001,2/8/2018
2018-048211004-001,10/28/2018
2019-006497684-001,2/11/2019
2018-019308081-001,5/2/2018
2018-045871583-001,10/14/2018
2018-000785722-001,1/6/2018
2018-004671628-001,1/31/2018
2018-019501041-001,5/3/2018
2018-055582736-001,12/14/2018
2019-014025293-001,3/26/2019
2019-021083672-001,5/6/2019
2019-027768826-001,6/12/2019
2018-045520946-001,10/11/2018
2018-001113373-001,1/8/2018
2018-038153039-001,8/27/2018
2018-025933721-001,6/12/2018
2018-039396260-001,9/3/2018
2019-015250306-001,4/2/2019
2018-003104308-001,1/22/2018
2018-032382999-001,7/23/2018
2018-009168293-001,2/25/2018
2018-044004067-001,10/2/2018
2018-000494950-001,1/4/2018
2018-013008364-001,3/23/2018
2018-049666590-001,11/6/2018
2018-013283580-001,3/24/2018
2018-036347434-001,8/15/2018
2019-001045134-001,1/8/2019
2019-008202894-001,2/21/2019
2018-011027654-001,3/11/2018
2018-002339118-001,1/17/2018
2019-004546788-001,1/29/2019
2018-038526633-001,8/29/2018
2019-000873659-001,1/7/2019
2019-009463415-001,2/28/2019
2018-008094100-001,2/22/2018
2018-008917386-001,2/27/2018
2018-031458315-001,7/17/2018
2018-057800044-001,12/28/2018
2018-034021417-001,8/2/2018
2018-027446660-001,6/22/2018
2018-018476415-001,4/26/2018
2019-001540735-001,1/11/2019
2019-010003567-001,3/3/2019
2018-037464212-001,8/22/2018
2018-005836581-001,2/8/2018
2019-017443368-001,4/14/2019
2019-025424183-001,5/30/2019
2018-016635185-001,4/14/2018
2018-010404764-001,3/7/2018
2018-057198387-001,12/25/2018
2018-046695743-001,10/19/2018
2019-013169433-001,3/21/2019
2018-046766579-001,10/11/2018
2018-051754338-001,11/20/2018
2019-005536084-001,2/5/2019
2018-000897526-001,1/7/2018
2019-011793618-001,3/13/2019
2018-041904389-001,9/19/2018
2018-016268898-001,4/12/2018
2019-006648866-001,2/12/2019
2018-013307813-001,3/25/2018
2018-024091642-001,6/1/2018
2018-040567787-001,9/11/2018
2019-019173106-001,4/24/2019
2018-042147889-001,9/20/2018
2018-010457003-001,3/8/2018
2018-030939025-001,7/13/2018
2018-001474160-001,1/11/2018
2018-003434905-001,1/24/2018
2018-003953041-001,1/27/2018
2018-005447194-001,2/5/2018
2018-007419596-001,2/18/2018
2018-021068480-001,5/12/2018
2018-026103210-001,6/13/2018
2018-027783564-001,6/24/2018
2018-034688043-001,8/6/2018
2018-037087369-001,8/20/2018
2018-040771236-001,9/12/2018
2018-042301490-001,9/21/2018
2018-042722225-001,9/24/2018
2018-046645160-001,10/18/2018
2018-052447886-001,11/24/2018
2019-001497192-001,12/31/2018
2019-005093291-001,2/2/2019
2019-008319740-001,2/21/2019
2019-010386485-001,3/5/2019
2019-010618234-001,3/7/2019
2019-016615353-001,4/3/2019
2019-016210580-001,4/8/2019
2019-016792923-001,4/10/2019
2019-008340025-001,2/21/2019
2018-016425133-001,4/13/2018
2019-014148450-001,3/27/2019
2018-013377705-001,3/25/2018
2018-001093734-001,1/8/2018
2019-000171276-001,12/29/2018
2018-050084492-001,11/9/2018
2018-007404033-001,2/18/2018
2018-040068604-001,9/7/2018
2019-009930417-001,3/2/2019
2018-004440310-001,1/30/2018
2019-003629015-001,1/24/2019
2019-002600085-001,1/16/2019
2018-056599938-001,12/20/2018
2018-002671088-001,1/19/2018
2019-019647363-001,4/27/2019
2018-055996490-001,12/17/2018
2018-048672940-001,10/26/2018
2018-036367658-001,8/16/2018
2018-056212673-001,12/18/2018
2018-035096471-001,8/8/2018
2018-034853608-001,8/3/2018
2019-006459848-001,2/11/2019
2019-016228398-001,3/13/2019
2019-002580277-001,1/17/2019
2019-008896940-001,2/25/2019
2019-021149386-001,5/6/2019
2018-053077358-001,11/28/2018
2018-001803357-001,1/13/2018
2019-018369630-001,4/20/2019
2018-036968390-001,8/19/2018
2018-056484015-001,12/20/2018
2018-027361766-001,6/21/2018
2018-027974133-001,6/25/2018
2018-034918793-001,8/7/2018
2018-038885734-001,8/31/2018
2018-047603965-001,10/24/2018
2018-033363792-001,7/29/2018
2018-056483941-001,12/20/2018
2018-057364959-001,12/20/2018
2018-005207904-001,2/4/2018
2018-058084174-001,12/31/2018
2018-046564614-001,10/17/2018
2018-034192353-001,8/3/2018
2018-028518955-001,6/28/2018
2019-005790446-002,2/6/2019
2019-027718493-001,6/12/2019
2018-014388139-001,3/31/2018
2018-050267717-001,11/10/2018
2018-022981232-001,5/24/2018
2019-020797357-001,5/4/2019
2018-002181837-001,1/16/2018
2018-011455945-001,3/14/2018
2018-020863725-001,5/11/2018
2018-009486240-001,3/2/2018
2018-018073065-001,4/24/2018
2018-018181001-001,4/24/2018
2018-005705390-001,2/7/2018
2019-006482002-001,2/11/2019
2018-049923173-001,11/8/2018
2018-056471085-001,12/20/2018
2018-034510854-001,8/5/2018
2018-040872328-002,9/12/2018
2018-022143191-001,5/19/2018
2018-003597980-001,1/25/2018
2018-056483640-001,12/20/2018
2019-019644582-001,4/27/2019
2018-024061295-001,6/1/2018
2018-015863015-001,4/10/2018
2018-047782791-001,10/25/2018
2018-034017384-001,8/2/2018
2019-002141142-001,1/15/2019
2018-034017434-001,8/2/2018
2019-004201702-001,1/28/2019
2018-049997518-001,11/8/2018
2018-052167392-001,11/22/2018
2018-049634500-001,11/6/2018
2018-057271550-001,12/25/2018
2018-000833187-001,1/6/2018
2018-012684436-001,3/21/2018
2018-026294788-001,6/15/2018
2019-012268860-001,3/16/2019
2019-012602697-001,3/18/2019
2018-035267810-001,8/9/2018
2018-021665850-001,5/16/2018
2018-041509122-001,9/17/2018
2019-008905535-001,2/23/2019
2019-010752893-001,3/7/2019
2019-020102106-001,4/30/2019
2019-010431193-001,3/6/2019
2018-026117255-001,6/13/2018
2018-057860112-001,12/29/2018
2019-010939618-001,3/8/2019
2018-055358292-001,12/12/2018
2018-022678781-001,5/22/2018
2019-012791434-001,3/18/2019
2019-013617335-001,3/23/2019
2018-054683833-001,12/8/2018
2018-048998963-001,11/2/2018
2019-011307380-001,3/11/2019
2018-017279161-001,4/18/2018
2018-004485096-001,1/31/2018
2018-041086397-001,9/14/2018
2018-058043572-001,12/31/2018
2019-003774163-001,1/25/2019
2019-004085203-001,1/27/2019
2018-002126404-001,1/15/2018
2018-015800021-001,4/9/2018
2019-005853115-001,2/7/2019
2018-003542061-001,1/24/2018
2018-019089639-001,4/30/2018
2018-023355443-001,5/26/2018
2018-009413330-001,3/1/2018
2018-053977446-001,12/4/2018
2018-049430210-001,11/5/2018
2019-019793657-001,4/28/2019
2018-006665469-001,2/13/2018
2019-004603748-001,1/28/2019
2018-007042777-001,2/15/2018
2018-038167753-001,8/27/2018
2019-021389220-001,5/8/2019
2018-014562293-001,4/2/2018
2018-050137768-001,11/9/2018
2019-021845902-001,5/10/2019
2018-026141317-001,6/14/2018
2018-027383424-001,6/21/2018
2018-057343496-001,12/26/2018
2018-018272640-001,4/24/2018
2019-025638108-001,5/31/2019
2019-020291122-001,5/1/2019
2018-030539058-001,7/10/2018
2019-011171319-001,3/10/2019
2018-028365210-001,6/28/2018
2018-000943793-001,1/7/2018
2018-002216684-001,1/12/2018
2018-002344268-001,1/17/2018
2018-020849208-001,5/11/2018
2019-015899714-001,4/5/2019
2019-016994730-001,4/12/2019
2018-038713182-001,8/30/2018
2018-047381750-001,10/23/2018
2018-006781756-001,2/14/2018
2018-028971700-001,7/1/2018
2019-011055257-001,3/9/2019
2019-019407278-001,4/23/2019
2018-044991646-001,10/8/2018
2018-006084470-001,2/10/2018
2018-000211765-001,1/2/2018
2018-001010110-001,1/8/2018
2018-001721220-001,1/12/2018
2018-013988954-001,3/29/2018
2018-028760870-001,6/30/2018
2018-030113552-001,7/9/2018
2018-031539776-001,7/17/2018
2018-033883321-001,8/1/2018
2018-050140790-001,11/9/2018
2018-051772866-001,11/20/2018
2019-021596150-001,5/9/2019
2018-005122596-001,2/4/2018
2018-008694740-001,2/23/2018
2018-032194921-001,7/21/2018
2018-053487440-001,11/30/2018
2018-005328709-001,2/4/2018
2018-006429187-001,2/10/2018
2018-057190233-001,12/25/2018
2018-045664670-001,10/12/2018
2018-026823770-001,6/14/2018
2018-042076542-001,9/20/2018
2018-017964798-001,4/23/2018
2018-034371272-001,8/4/2018
2018-005662505-001,2/7/2018
2018-010126514-001,3/6/2018
2018-016043785-001,4/9/2018
2018-027995401-001,6/25/2018
2018-040793082-001,9/12/2018
2018-046594075-001,10/18/2018
2019-006024568-001,2/8/2019
2019-019968615-001,4/24/2019
2018-030552057-001,7/10/2018
2018-042600937-001,9/23/2018
2019-023713777-001,5/21/2019
2018-007210160-001,2/16/2018
2018-010910789-001,3/10/2018
2018-041704267-001,9/18/2018
2018-048634465-001,10/11/2018
2018-050177970-001,11/9/2018
2018-053108623-001,11/28/2018
2019-011671640-001,3/13/2019
2018-056967890-001,11/19/2018
2019-002564484-001,11/19/2018
2018-051740297-001,11/20/2018
2019-022132975-001,5/12/2019
2018-024309680-001,6/2/2018
2018-008284304-001,2/23/2018
2018-025064073-001,6/7/2018
2018-003766126-001,1/26/2018
2018-037543568-001,8/23/2018
2018-051655204-001,11/19/2018
2018-036153363-001,8/15/2018
2018-005952706-001,2/7/2018
2018-007108831-001,2/16/2018
2018-004957179-001,2/2/2018
2018-045419698-001,10/10/2018
2019-010920483-001,3/8/2019
2018-017434614-001,4/19/2018
2018-049795817-001,11/7/2018
2018-054491460-001,12/7/2018
2018-055739473-001,12/15/2018
2019-019796074-001,4/28/2019
2018-011626883-001,3/14/2018
2018-033382234-001,7/29/2018
2018-044418053-001,10/4/2018
2019-006873323-001,2/13/2019
2018-012496425-001,3/20/2018
2018-032924532-001,7/26/2018
2018-036964520-001,8/20/2018
2018-052172655-001,11/22/2018
2019-008654422-001,2/23/2019
2019-004558607-001,1/30/2019
2018-030870922-001,7/13/2018
2018-043267830-001,7/17/2018
2018-012404076-001,3/19/2018
