Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unidade Relato Nível 6;Unid Digitação Nível 6;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Código Subclasse Nat Sec1;Tentado/Consumado Nat Sec1;Código Subclasse Nat Sec2;Tentado/Consumado Nat Sec2;Código Subclasse Nat Sec3;Tentado/Consumado Nat Sec3;ALVO;Descrição Meio Utilizado;Data Comunicação Fato;Horário Comunicação Fato;Data Fato;Horário Fato;Data Última Atualização;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Matrícula Digitador;Matrícula Relator;Qtde Ocorrências
2019-049443291-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;09/10/2019;14:10:00;09/10/2019;14:10:55;11/10/2019;AVENIDA;VINTE E UM DE ABRIL;;PREENCHIMENTO OPCIONAL;;2380;SANTA CLARA;;;;DIVINOPOLIS;-20,12923910;-44,88437980;PM1057264;1057264;1
2019-041844252-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ABUSO DE CONFIANCA;29/08/2019;10:53:00;29/08/2019;09:50:00;31/08/2019;AVENIDA;JK;;PREENCHIMENTO OPCIONAL;;1710;PADRE LIBERIO;;;;DIVINOPOLIS;-20,12456800;-44,88439850;PM1106780;1106780;1
2019-005092598-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;02/02/2019;09:36:00;02/02/2019;09:36:41;04/02/2019;RUA;NOVA LIMA;;PREENCHIMENTO OPCIONAL;;940;BOM PASTOR;;;MOTO PISTA;DIVINOPOLIS;-20,11509320;-44,88441060;PM1168483;1168483;1
2019-013982972-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;26/03/2019;16:34:00;26/03/2019;16:34:17;28/03/2019;RUA;NOVA LIMA;;PREENCHIMENTO OPCIONAL;;940;BOM PASTOR;;;;DIVINOPOLIS;-20,11509320;-44,88441060;PM1057264;1057264;1
2019-004568788-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;NAO INFORMADO;4ª DEL REGIONAL POL CIVIL/SAO SEBASTIAO DO PARAISO;DEL DE POLICIA CIVIL/SAO SEBASTIAO DO PARAISO;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;30/01/2019;08:34:00;29/01/2019;22:00:00;05/04/2019;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;985;CENTRO;;;PRÓXIMO A CDL;DIVINOPOLIS;-20,14016380;-44,88443260;05628144690;276057;1
2019-008234545-001;POLICIA MILITAR;7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;21/02/2019;11:50:00;21/02/2019;11:50:22;23/02/2019;A DEFINIR;CENTO E VINTE E OITO;PATRAPOLIS;PREENCHIMENTO OPCIONAL;;841.000;BOM PASTOR;;;;DIVINOPOLIS;-20,11748530;-44,88443900;PM1135615;1135615;1
2019-003124653-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);21/01/2019;13:10:00;20/01/2019;22:30:00;23/01/2019;RUA;AMERICO MARTINS;;PREENCHIMENTO OPCIONAL;;11;ESPLANADA;;;;DIVINOPOLIS;-20,15458650;-44,88444020;PM1120096;1120096;1
2019-010695732-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);07/03/2019;14:53:00;07/03/2019;14:53:05;09/03/2019;RUA;OESTE DE MINAS;;PREENCHIMENTO OPCIONAL;;2061;CENTRO;;;;DIVINOPOLIS;-20,14269660;-44,88444190;PM1581180;1581180;1
2019-048467190-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;54 CIA PM/8 BPM/6 RPM;54 CIA PM/8 BPM/6 RPM;54 CIA PM/8 BPM/6 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;04/10/2019;04:52:00;03/10/2019;21:00:00;06/10/2019;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;73;INVÁLIDO;;;;CLAUDIO;-20,47034250;-44,88445280;PM1425388;1425388;1
2019-034158136-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;17/07/2019;20:58:00;17/07/2019;20:58:28;19/07/2019;AVENIDA;ANTONIO FONSECA FILHO;;PREENCHIMENTO OPCIONAL;;270;ANTONIO FONSECA;;;PONTE NOE BUENO;DIVINOPOLIS;-20,15676400;-44,88445910;PM1460625;1460625;1
2019-018910339-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AMEACA;23/04/2019;16:15:00;23/04/2019;16:00:00;25/04/2019;RUA;BOM SUCESSO;;CAPITAO DOMINGOS;;;ANTONIO FONSECA;;;;DIVINOPOLIS;-20,15869180;-44,88447020;PM1058213;1058213;1
2019-020480890-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);02/05/2019;17:47:00;02/05/2019;17:47:57;04/05/2019;RUA;SERRO;;PREENCHIMENTO OPCIONAL;;171;SANTA CLARA;;CASA;;DIVINOPOLIS;-20,13452600;-44,88448230;PM1144302;1144302;1
2019-048979519-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ESCALADA;07/10/2019;08:32:00;07/10/2019;08:32:50;09/10/2019;RUA;ITAPECERICA;;PREENCHIMENTO OPCIONAL;;380;CENTRO;;fundos;;DIVINOPOLIS;-20,13983700;-44,88450370;PM1445568;1445568;1
2019-028814222-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;18/06/2019;16:45:00;13/06/2019;03:00:00;20/06/2019;RUA;ALEM PARAIBA;;PREENCHIMENTO OPCIONAL;;230;SANTA CLARA;;;;DIVINOPOLIS;-20,13374010;-44,88450480;PM1057264;1057264;1
2019-051629823-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;21/10/2019;17:45:00;21/10/2019;17:45:28;23/10/2019;RUA;OLINDA;;PREENCHIMENTO OPCIONAL;;940;BOM PASTOR;;;;DIVINOPOLIS;-20,11603060;-44,88453450;PM1185883;1185883;1
2019-019967504-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;29/04/2019;17:39:00;29/04/2019;14:30:00;01/05/2019;RUA;CAPITAO DOMINGOS;;PREENCHIMENTO OPCIONAL;;170;ANTONIO FONSECA;;CASA;;DIVINOPOLIS;-20,15886180;-44,88454230;PM1013556;1013556;1
2019-030453791-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;27/06/2019;14:13:00;27/06/2019;13:40:00;29/06/2019;AVENIDA;ANTONIO FONSECA FILHO;;PREENCHIMENTO OPCIONAL;;280;ANTONIO FONSECA;;CASA;;DIVINOPOLIS;-20,15680520;-44,88460120;PM1716604;1716604;1
2019-042786226-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;03/09/2019;15:30:00;03/09/2019;04:30:00;05/09/2019;RUA;OESTE DE MINAS;;PREENCHIMENTO OPCIONAL;;2000;CENTRO;;;;DIVINOPOLIS;-20,14330280;-44,88462740;PM1277516;1277516;1
2019-043583976-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;07/09/2019;19:30:00;06/09/2019;13:30:00;09/09/2019;RUA;OESTE DE MINAS;;PREENCHIMENTO OPCIONAL;;2000;CENTRO;;;PN DA SAO MARCOS.;DIVINOPOLIS;-20,14330280;-44,88462740;PM1013556;1013556;1
2019-044999160-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);15/09/2019;16:11:00;15/09/2019;16:11:59;17/09/2019;RUA;OESTE DE MINAS;;PREENCHIMENTO OPCIONAL;;2000;CENTRO;;;;DIVINOPOLIS;-20,14330280;-44,88462740;PM1144302;1144302;1
2019-001003328-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;07/01/2019;22:12:00;07/01/2019;22:12:04;09/01/2019;RUA;CORONEL JOAO NOTINI;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14120090;-44,88465440;PM1462308;1462308;1
2019-004165750-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;MEIO DESCONHECIDO;27/01/2019;21:58:00;27/01/2019;21:58:18;29/01/2019;RUA;CORONEL JOAO NOTINI;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14120090;-44,88465440;PM1385038;1385038;1
2019-016472243-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);09/04/2019;17:32:00;08/04/2019;21:00:00;11/04/2019;RUA;CORONEL JOAO NOTINI;;GETULIO VARGAS;;;CENTRO;;;DTC;DIVINOPOLIS;-20,14120090;-44,88465440;PM1340603;1340603;1
2019-020467518-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Diversos;ARMAS DE FOGO;02/05/2019;16:44:00;28/04/2019;20:30:00;04/05/2019;RUA;CORONEL JOAO NOTINI;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14120090;-44,88465440;PM1534528;1534528;1
2019-020191561-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;30/04/2019;22:08:00;30/04/2019;22:08:55;02/05/2019;RUA;CORONEL JOAO NOTINI;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14120090;-44,88465440;PM1341676;1341676;1
2019-024143415-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;23/05/2019;16:38:00;23/05/2019;16:38:46;25/05/2019;RUA;CORONEL JOAO NOTINI;;GETULIO VARGAS;;;CENTRO;;;;DIVINOPOLIS;-20,14120090;-44,88465440;PM1545110;1545110;1
2019-009976626-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;03/03/2019;09:30:00;03/03/2019;09:30:09;05/03/2019;RUA;DONA MARIA JOAQUINA;;PREENCHIMENTO OPCIONAL;;540;ANTONIO FONSECA;;;;DIVINOPOLIS;-20,16309180;-44,88466650;PM1274497;1274497;1
2019-016932109-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;12/04/2019;07:17:00;12/04/2019;06:30:00;14/04/2019;RUA;RIO BRANCO;;PREENCHIMENTO OPCIONAL;;20;PORTO VELHO;;;PISTA DE CAMINHADA;DIVINOPOLIS;-20,15282950;-44,88467180;PM1563899;1563899;1
2019-009349218-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);27/02/2019;18:23:00;27/02/2019;18:23:18;01/03/2019;RUA;OESTE DE MINAS;;PREENCHIMENTO OPCIONAL;;2007;CENTRO;;;;DIVINOPOLIS;-20,14317540;-44,88468170;PM1058585;1058585;1
2019-033108473-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;11/07/2019;22:30:00;11/07/2019;22:30:16;16/07/2019;RUA;SERRO;;PREENCHIMENTO OPCIONAL;;195;SANTA CLARA;;;;DIVINOPOLIS;-20,13445190;-44,88469430;PM1453562;1453562;1
2019-023003329-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;16/05/2019;23:41:00;16/05/2019;23:41:43;19/05/2019;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;776;CENTRO;;;peixaria paladar;DIVINOPOLIS;-20,14192370;-44,88475890;PM1504000;1581180;1
2019-016644026-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);10/04/2019;16:23:00;03/04/2019;15:00:00;12/04/2019;RUA;OESTE DE MINAS;;PEDRO XAVIER GONTIJO;;;CENTRO;;;;DIVINOPOLIS;-20,14345510;-44,88476350;PM1461037;1461037;1
2019-036925486-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;02/08/2019;13:27:00;02/08/2019;13:27:02;04/08/2019;RUA;OESTE DE MINAS;;PEDRO XAVIER GONTIJO;;;CENTRO;;;;DIVINOPOLIS;-20,14345510;-44,88476350;PM1400951;1400951;1
2019-011703020-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;13/03/2019;13:21:00;13/03/2019;13:21:22;14/03/2019;RUA;AMANCIO MAZZAROPI;AMANCIO MAZZAROPI;PREENCHIMENTO OPCIONAL;;213.000;QUINTA DAS PALMEIRAS;;;;DIVINOPOLIS;-20,18170080;-44,88477180;PM1271873;1271873;1
2019-049099366-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;07/10/2019;18:03:00;07/10/2019;18:03:19;09/10/2019;RUA;CAPITAO DOMINGOS;;PREENCHIMENTO OPCIONAL;;40;ANTONIO FONSECA;;NR CORRETO 33;;DIVINOPOLIS;-20,15714660;-44,88480580;PM1414630;1414630;1
2019-035665908-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;26/07/2019;11:45:00;19/07/2019;14:50:00;28/07/2019;AVENIDA;JK;;PREENCHIMENTO OPCIONAL;;1620;PADRE LIBERIO;;;;DIVINOPOLIS;-20,12565710;-44,88481770;PM1277516;1277516;1
2019-045331367-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;17/09/2019;11:34:00;17/09/2019;11:34:33;19/09/2019;RUA;NOVA LIMA;;PREENCHIMENTO OPCIONAL;;920;BOM PASTOR;;;;DIVINOPOLIS;-20,11537160;-44,88481900;PM1277516;1277516;1
2019-010010543-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ABUSO DE CONFIANCA;03/03/2019;15:45:00;02/03/2019;15:30:00;05/03/2019;RUA;PARAIBA;;PREENCHIMENTO OPCIONAL;;61;CENTRO;;VIA PUBLICA;;DIVINOPOLIS;-20,14224600;-44,88482530;PM1456060;1456060;1
2019-010220883-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;04/03/2019;20:18:00;04/03/2019;20:18:10;06/03/2019;AVENIDA;CONTORNO;;PREENCHIMENTO OPCIONAL;;1674;CENTRO;;;;DIVINOPOLIS;-20,14622230;-44,88484230;PM1058585;1058585;1
2019-043510071-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;07/09/2019;07:18:00;07/09/2019;07:18:53;09/09/2019;RUA;FREI LEAO RODRIGUES;;PREENCHIMENTO OPCIONAL;;671;ANTONIO FONSECA;;;;DIVINOPOLIS;-20,15997630;-44,88485360;PM1057264;1168426;1
2019-046191427-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AMEACA;21/09/2019;20:27:00;21/09/2019;20:27:06;23/09/2019;RUA;GOIAS;;PREENCHIMENTO OPCIONAL;;13;CENTRO;;;"""INICIO DA PONTE QUE LIGA O CENTRO AO BAIR PORT VE";DIVINOPOLIS;-20,14733900;-44,88490020;PM1272004;1272004;1
