MUNICIPIO;VALIDADOR;VALIDADOR_TIPO;CIA_BASE;BAIRRO;TIPO;SETOR;SUBSETOR;COD_SETOR;OBSERVACAO
ITAUNA;2018-029106244-001;N_REDS;51ª CIA PM;VILA TAVARES;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-029982620-001;N_REDS;51ª CIA PM;CIDADE NOVA UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-030456992-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-030738175-001;N_REDS;51ª CIA PM;SANTA MONICA DOIS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-032633575-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-032744515-001;N_REDS;51ª CIA PM;SANTA EDWIGES UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-036126570-001;N_REDS;51ª CIA PM;PADRE EUSTAQUIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-036449308-001;N_REDS;51ª CIA PM;NOVA VILA MOZART;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-036579066-001;N_REDS;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-037818219-001;N_REDS;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-038357211-001;N_REDS;51ª CIA PM;MORADA NOVA UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-039304760-001;N_REDS;51ª CIA PM;CIDADE NOVA UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-039783710-001;N_REDS;51ª CIA PM;MURILO GONCALVES;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-039819077-001;N_REDS;51ª CIA PM;FAZENDA DAS CHACARAS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-039952803-001;N_REDS;51ª CIA PM;UNIVERSITARIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-040517673-001;N_REDS;51ª CIA PM;GARCIAS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-041035289-001;N_REDS;51ª CIA PM;UNIVERSITARIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-041058634-001;N_REDS;51ª CIA PM;MORRO DO SOL;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-041516061-001;N_REDS;51ª CIA PM;JOAO PAULO SEGUNDO;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-041517248-001;N_REDS;51ª CIA PM;RESIDENCIAL VEREDAS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-042159491-001;N_REDS;51ª CIA PM;CERQUEIRA LIMA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-042674266-001;N_REDS;51ª CIA PM;VILA WASHIGNTON;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-042681556-001;N_REDS;51ª CIA PM;CIDADE NOVA UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-044288610-001;N_REDS;51ª CIA PM;PADRE EUSTAQUIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-044353084-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-044482998-001;N_REDS;51ª CIA PM;RESIDENCIAL VALE DAS AROEIRAS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-045134026-001;N_REDS;51ª CIA PM;RESIDENCIAL VEREDAS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-045621072-001;N_REDS;51ª CIA PM;SAO JUDAS TADEU;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-046020731-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-046158953-001;N_REDS;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-046321791-001;N_REDS;51ª CIA PM;SANTA MONICA DOIS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-046517100-001;N_REDS;51ª CIA PM;PIO DOZE;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-046700525-001;N_REDS;51ª CIA PM;NOVA VILA MOZART;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-046785168-001;N_REDS;51ª CIA PM;SAO JUDAS TADEU;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-047015435-001;N_REDS;51ª CIA PM;SANTA EDWIGES UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-048111638-001;N_REDS;51ª CIA PM;SANTA EDWIGES UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-048620067-001;N_REDS;51ª CIA PM;SANTA EDWIGES UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-049119813-001;N_REDS;51ª CIA PM;NOGUEIRA MACHADO;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-050057095-001;N_REDS;51ª CIA PM;CHACARA DO QUITAO;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-050309159-001;N_REDS;51ª CIA PM;ELDORADO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-050401315-001;N_REDS;51ª CIA PM;VILA TAVARES;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-050419332-001;N_REDS;51ª CIA PM;SANTA MONICA UM;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-050615484-001;N_REDS;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-050646353-001;N_REDS;51ª CIA PM;JUSCELINO KUBSTICHEK;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-050702319-001;N_REDS;51ª CIA PM;CENTENARIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-050949553-001;N_REDS;51ª CIA PM;SANTA MONICA UM;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-051670111-001;N_REDS;51ª CIA PM;RECANTO DAS PEIXOTAS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-051714167-001;N_REDS;51ª CIA PM;GRACAS;URBANO;SANTANENSE MORADA NOVA;;23.51.1;
ITAUNA;2018-051739368-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-051758100-001;N_REDS;51ª CIA PM;AEROPORTO DOIS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-052196786-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-052205616-001;N_REDS;51ª CIA PM;PIO DOZE;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-052206680-001;N_REDS;51ª CIA PM;PADRE EUSTAQUIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-052254700-001;N_REDS;51ª CIA PM;MORADA NOVA UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-052971203-001;N_REDS;51ª CIA PM;MORRO DO SOL;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-052998758-001;N_REDS;51ª CIA PM;TROPICAL;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-053325391-001;N_REDS;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-053452005-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-053814337-001;N_REDS;51ª CIA PM;AEROPORTO DOIS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-053889102-001;N_REDS;51ª CIA PM;CHACARA DO QUITAO;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-054026717-001;N_REDS;51ª CIA PM;VILA TAVARES;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-054330216-001;N_REDS;51ª CIA PM;RESIDENCIAL SANTANENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-054359430-001;N_REDS;51ª CIA PM;AEROPORTO DOIS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-054359521-001;N_REDS;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-054363075-001;N_REDS;51ª CIA PM;UNIVERSITARIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-054868669-001;N_REDS;51ª CIA PM;MORRO DO SOL;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2018-054937272-001;N_REDS;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2018-058083076-001;N_REDS;51ª CIA PM;ALAITA;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2018-058085112-001;N_REDS;51ª CIA PM;JUSCELINO KUBSTICHEK;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2019-000253230-001;N_REDS;51ª CIA PM;MORADA NOVA UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2019-000321306-001;N_REDS;51ª CIA PM;PARQUE JARDIM SANTANENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2019-000685228-001;N_REDS;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2019-009629677-001;N_REDS;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2019-012069756-001;N_REDS;51ª CIA PM;SAO BENTO UM;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2019-012729157-001;N_REDS;51ª CIA PM;TRES MARIAS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2019-013448151-001;N_REDS;51ª CIA PM;GRACAS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2019-018337480-001;N_REDS;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;2019-018367082-001;N_REDS;51ª CIA PM;IRMAOS AULER;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
PERDIGAO;nova serrana;LOGRADOURO_NAO_CAD;280ª CIA PM;RENASCER;URBANO;ZONA RURAL;PERDIGAO;60.279.3;ZONA RUAL 279ª CIA PM
PERDIGAO;IMACULADA CONCEICAO;BAIRRO;280ª CIA PM;IMACULADA CONCEIÇÃO;URBANO;ZONA RURAL;PERDIGAO;60.279.3;ZONA RUAL 279ª CIA PM
PITANGUI;ESTRADA PARA PITANGUI;LOGRADOURO_NAO_CAD;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60;ZONA RUAL 279ª CIA PM
SAO GONCALO DO PARA;BARREIRA;LOGRADOURO;142ª CIA PM;BARREIRAS;RURAL;NITEROI;;;FAZENDA BARREIRA (POVOADO BARREIRAS)
NOVA SERRANA;SAO GERALDO IL;BAIRRO;279ª CIA PM;SAO GERALDO;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;SAGRADA FAMILIA;BAIRRO;279ª CIA PM;SAGRADA FAMILIA;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;BEIJA FLOR;BAIRRO;279ª CIA PM;BEIJA FLOR;URBANO;SUPER CENTRO;HIPERCENTRO;60.279.4;
NOVA SERRANA;JEFERSON BATISTA DE FREITAS;BAIRRO;279ª CIA PM;JEFERSON BATISTA DE FREITAS;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;CENTRO;BAIRRO;279ª CIA PM;CENTRO;URBANO;SUPER CENTRO;HIPERCENTRO;60.279.4;
NOVA SERRANA;FAUSTO PINTO DA FONSECA;BAIRRO;279ª CIA PM;FAUSTO PINTO DA FONSECA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;PROLONGAMENTO JEFERSON BATISTA DE FREITAS;BAIRRO;279ª CIA PM;PROLONGAMENTO JEFERSON BATISTA DE FREITAS;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;FREI PAULO;BAIRRO;279ª CIA PM;FREI PAULO;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;ROMEU DUARTE;BAIRRO;279ª CIA PM;ROMEU DUARTE;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;PROLONGAMENTO SANTA LUZIA;BAIRRO;279ª CIA PM;PROLONGAMENTO SANTA LUZIA;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;SANTA MARIA;BAIRRO;279ª CIA PM;SANTA MARIA;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;JARDINS DO LAGO;BAIRRO;279ª CIA PM;JARDINS DO LAGO;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;PARK DONA GUMERCINDA MARTINS;BAIRRO;279ª CIA PM;PARK DONA GUMERCINDA MARTINS;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;ARAGUAIA;BAIRRO;279ª CIA PM;ARAGUAIA;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;BELA VISTA;BAIRRO;279ª CIA PM;BELA VISTA;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;JARDIM DO LAGO;BAIRRO;279ª CIA PM;JARDIM DO LAGO;URBANO;SUPER CENTRO;ARAGUAIA;60.279.1;
NOVA SERRANA;LARANJEIRAS;BAIRRO;279ª CIA PM;LARANJEIRAS;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;MORADA DO SOL;BAIRRO;279ª CIA PM;MORADA DO SOL;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;FRANCISCO LUCAS;BAIRRO;279ª CIA PM;FRANCISCO LUCAS;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;PROLONGAMENTO ADALBERTO FERREIRA AMARAL;BAIRRO;279ª CIA PM;PROLONGAMENTO ADALBERTO FERREIRA AMARAL;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;PROLONGAMENTO BELA VISTA;BAIRRO;279ª CIA PM;PROLONGAMENTO BELA VISTA;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;JARDIM PADRE LIBERIO;BAIRRO;279ª CIA PM;JARDIM PADRE LIBERIO;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.2;
NOVA SERRANA;MARISA;BAIRRO;279ª CIA PM;MARISA;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;ADALBERTO FERREIRA AMARAL;BAIRRO;279ª CIA PM;ADALBERTO FERREIRA AMARAL;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;MARIA JOSE DO AMARAL;BAIRRO;279ª CIA PM;MARIA JOSE DO AMARAL;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;SAO JOSE;BAIRRO;279ª CIA PM;SAO JOSE;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;VILA ANDRE DE FREITAS;BAIRRO;279ª CIA PM;VILA ANDRE DE FREITAS;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;NOSSA SENHORA DO CARMO;BAIRRO;279ª CIA PM;NOSSA SENHORA DO CARMO;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;SANTA CRUZ;BAIRRO;279ª CIA PM;SANTA CRUZ;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;VILA OZANAN;BAIRRO;279ª CIA PM;VILA OZANAN;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;PROLONGAMENTO ARAGUAIA;BAIRRO;279ª CIA PM;PROLONGAMENTO ARAGUAIA;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;SÃO SEBASTIAO;BAIRRO;279ª CIA PM;SAO SEBASTIAO;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;AMAZONAS;BAIRRO;279ª CIA PM;AMAZONAS;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;PROLONGAMENTO FREI PAULO;BAIRRO;279ª CIA PM;PROLONGAMENTO FREI PAULO;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;JARDIM PADRE LAURO;BAIRRO;279ª CIA PM;JARDIM PADRE LAURO;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;SANTA CLARA;BAIRRO;279ª CIA PM;SANTA CLARA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;SAO MARCOS;BAIRRO;279ª CIA PM;SAO MARCOS;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;SANTA LUZIA;BAIRRO;279ª CIA PM;SANTA LUZIA;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;JARDIM SAO FRANCISCO;BAIRRO;279ª CIA PM;JARDIM SAO FRANCISCO;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;NOVA LONDRINA;BAIRRO;279ª CIA PM;NOVA LONDRINA;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;CIDADE NOVA I;BAIRRO;279ª CIA PM;CIDADE NOVA I;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;SANTANA;BAIRRO;279ª CIA PM;SANTANA;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;POUSO ALEGRE;BAIRRO;279ª CIA PM;POUSO ALEGRE;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;PROLONGAMENTO AMAZONAS;BAIRRO;279ª CIA PM;PROLONGAMENTO AMAZONAS;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;CIDADE NOVA IL;BAIRRO;279ª CIA PM;CIDADE NOVA IL;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;CIDADE NOVA ILL;BAIRRO;279ª CIA PM;CIDADE NOVA ILL;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;FAUSTO P DA FONSECA;BAIRRO;279ª CIA PM;FAUSTO P DA FONSECA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;IPIRANGA;BAIRRO;279ª CIA PM;IPIRANGA;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;PROLONGAMENTO MARIA JOSE DO AMARAL;BAIRRO;279ª CIA PM;PROLONGAMENTO MARIA JOSE DO AMARAL;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;FABIO AGUIAR;BAIRRO;279ª CIA PM;FABIO AGUIAR;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;INDUSTRIAL JOSE SILVA DE ALMEIDA;BAIRRO;279ª CIA PM;INDUSTRIAL JOSE SILVA DE ALMEIDA;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;CONCESSO ELIAS;BAIRRO;280ª CIA PM;CONCESSO ELIAS;URBANO;CONCESSO ELIAS;CONCESSO ELIAS;60.280.1;
NOVA SERRANA;PLANALTO;BAIRRO;280ª CIA PM;PLANALTO;URBANO;SANTA SARA;PLANALTO;60.280.2;
NOVA SERRANA;INDUSTRIAL;BAIRRO;280ª CIA PM;INDUSTRIAL;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;SANTA SARA;BAIRRO;280ª CIA PM;SANTA SARA;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;AMARAL;BAIRRO;280ª CIA PM;AMARAL;URBANO;CONCESSO ELIAS;CONCESSO ELIAS;60.280.1;
NOVA SERRANA;SANDRA REGINA;BAIRRO;280ª CIA PM;SANDRA REGINA;URBANO;CONCESSO ELIAS;CONCESSO ELIAS;60.280.1;
NOVA SERRANA;NOVO HORIZONTE;BAIRRO;280ª CIA PM;NOVO HORIZONTE;URBANO;CONCESSO ELIAS;NOVO HORIZONTE;60.280.1;
NOVA SERRANA;SANTO ANTONIO;BAIRRO;280ª CIA PM;SANTO ANTONIO;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;PROLONGAMENTO DO BAIRRO MARILIA;BAIRRO;280ª CIA PM;PROLONGAMENTO DO BAIRRO MARILIA;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;VEREDAS DA SERRA;BAIRRO;280ª CIA PM;VEREDAS DA SERRA;URBANO;CONCESSO ELIAS;NOVO HORIZONTE;60.280.1;
NOVA SERRANA;SAO GERALDO;BAIRRO;279ª CIA PM;SAO GERALDO;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;ALTO DO BOA VISTA;BAIRRO;280ª CIA PM;ALTO DO BOA VISTA;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;FREI AMBROSIO;BAIRRO;280ª CIA PM;FREI AMBROSIO;URBANO;CONCESSO ELIAS;CONCESSO ELIAS;60.280.1;
NOVA SERRANA;POVOADO DE BOA VISTA;BAIRRO;280ª CIA PM;POVOADO DE BOA VISTA;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;PROLOMGAMENTO ALTO DO BOA VISTA IL;BAIRRO;280ª CIA PM;PROLOMGAMENTO ALTO DO BOA VISTA IL;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;ITAPUA;BAIRRO;280ª CIA PM;ITAPUA;URBANO;SANTA SARA;PLANALTO;60.280.2;
NOVA SERRANA;MOREIRAS;BAIRRO;280ª CIA PM;MOREIRAS;URBANO;SANTA SARA;;60.280.2;CORRESPONDE AO SETOR PERIFÉRICO DA UEOP
NOVA SERRANA;REGINA AMARAL;BAIRRO;280ª CIA PM;REGINA AMARAL;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;ROMEU DUARTE;BAIRRO_NAO_CAD;279ª CIA PM;ROMEU DUARTE;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;PARK DONA GUMERCINDA MARTINS;BAIRRO_NAO_CAD;279ª CIA PM;PARK DONA GUMERCINDA MARTINS;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;AMAZONAS;BAIRRO_NAO_CAD;279ª CIA PM;AMAZONAS;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;MARIANA MARTINS;BAIRRO_NAO_CAD;280ª CIA PM;MARIANA MARTINS;URBANO;CONCESSO ELIAS;NOVO HORIZONTE;60.280.1;
NOVA SERRANA;capão;BAIRRO_NAO_CAD;280ª CIA PM;CAPAO;RURAL;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
NOVA SERRANA;CAPAO;BAIRRO_NAO_CAD;280ª CIA PM;CAPAO;RURAL;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
NOVA SERRANA;SANTANA;BAIRRO_NAO_CAD;279ª CIA PM;SANTANA;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;JARDIM DOS LAGOS;BAIRRO_NAO_CAD;279ª CIA PM;JARDIM DOS LAGOS;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;SANTA LUZIA;BAIRRO_NAO_CAD;279ª CIA PM;SANTA LUZIA;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;JARDIM SAO FRANCISCO;BAIRRO_NAO_CAD;279ª CIA PM;JARDIM SAO FRANCISCO;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;centro;BAIRRO_NAO_CAD;279ª CIA PM;CENTRO;URBANO;SUPER CENTRO;HIPERCENTRO;60.279.4;
NOVA SERRANA;ESQUINA COM A RUA MARIA MANSO;BAIRRO_NAO_CAD;279ª CIA PM;VILA ANDRE DE FREITAS;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;BARRETOS;BAIRRO_NAO_CAD;280ª CIA PM;BARRETOS;RURAL;ZONA RURAL;ZONA RURAL;60.279.1;ZONA RUAL 279ª CIA PM
NOVA SERRANA;CAP¿O;BAIRRO_NAO_CAD;280ª CIA PM;CAPAO;RURAL;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
NOVA SERRANA;SAO GERALDO IL;BAIRRO_NAO_CAD;279ª CIA PM;SAO GERALDO;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;CIDADE NOVA;BAIRRO_NAO_CAD;279ª CIA PM;CIDADE NOVA;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;LARANJEIRAS;BAIRRO_NAO_CAD;279ª CIA PM;LARANJEIRAS;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;FAUSTO PINTO DA FONSECA;BAIRRO_NAO_CAD;279ª CIA PM;FAUSTO PINTO DA FONSECA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;CAFEZAL;BAIRRO_NAO_CAD;279ª CIA PM;FAUSTO PINTO DA FONSECA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;BELA VISTA;BAIRRO_NAO_CAD;279ª CIA PM;BELA VISTA;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;SAO GERALDO;BAIRRO_NAO_CAD;279ª CIA PM;SAO GERALDO;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;DONA ZELI;BAIRRO_NAO_CAD;279ª CIA PM;DONA ZELI;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;SAO JOSE;BAIRRO_NAO_CAD;279ª CIA PM;SAO JOSE;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
