Código Grupo;Descrição Grupo;Código Classe;Descrição Classe;Código Subclasse;Descrição Subclasse
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27105;PRESTAR INFORMACAO FALSA OU ADULTERAR DADO TECNICO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27106;OBSTAR ACAO FISCALIZADORA DO COPAM/SEMAD
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27107;NAO COMUNICAR OCORRENCIA ACIDENTES COM DANOS AMBIENTAIS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27108;NAO INFORMAR ORGAO AMBIENTAL MUDANCA RESP TEC
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27109;FUNC S/AUT AMBI S/TERMO AJUST S/ POLUICAO AMBIENTAL.
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27110;FUNC S/AUT AMB S/TERMO AJUST C/ POLUICAO AMBIENTAL.
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27111;INSTALA ATIVID POLUIDORA MEIO AMB PROP RURAL RES LEGAL
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27112;ATIVIDADE POTENC POLUIDORA MEIO AMBIENTE S/ LICENCAS OP
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27113;ATIVIDADE POTENC POLUIDORA O MEIO AMBIENTE SEM LICENCA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27114;ATIVIDADE POTENC POLUIDORA MEIO AMBIENTE EM RES LEGAL
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27115;DESC LICENCA INST REL FORA PRAZO FIXADO S/ POLUICAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27116;DESC LICENCA OPER CONTROLE AMB FORA PRAZO SEM POLUICAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27117;DESC LICENCAS OPER CONTROLE AMB FORA PRAZO C/POLUICAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27118;DESCUMPRIR TERMO SE NAO VERIFICADA EXISTENCIA POLUICAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27119;DESCUMPRIR TERMO C/ EXISTENCIA POLUICAO AMBIENTAL.
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27120;DESCUMPRIR ORIENT TEC CASO DE AUT AMBIENTAL
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27121;DESCUMPRIR DETERMINACAO OU DELIBERACAO DO COPAM.
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27122;CONTRIBUIR QUALIDADE AR INFERIOR PADROES ESTABELECIDOS.
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27123;CONTRIBUIR QUALIDADE AGUA INFERIOR PADROES ESTABELECIDO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27124;REALIZAR ATIVID DEGRADACAO AMB C/ ASSOREAMENTO AGUA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27125;REALIZAR ATIVID DEGRADACAO AMB EROSAO UNID CONSERVACAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27126;CAUSA POLUICAO C/ DANO VEGETAIS/ANIMAIS S/ DANO SAUDE
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27127;CAUSAR POLUICAO C/ DANO ANIMAIS C/ MORTE FAUNA AQUATICA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27128;CAUSA POLUICAO AMBIENTAL C/ DANO ESP ANIMAIS/VEGETAIS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27129;CAUSAR POLUICAO AMB C/ DANO PATRIM NATURAL/CULTURAL
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27130;CAUSAR POLUICAO AMBIENTAL PREJUDIQUE SEG/BEM ESTAR POP
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27131;CAUSAR POLUICAO ATM PREJUD BEM ESTAR POP S/ DANO SAUDE
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27132;CAUSAR POLUICAO ATMOSFERICA C/ DANOS A SAUDE HUMANA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27133;CAUSAR POLUICAO SONORA C/ DANOS A SAUDE HUMANA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27134;PROD DESACORDO C/ NORMA AMBIENTAL DANO AMB/ REC HIDRICO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27135;ARMAZENAR PROD DESACORDO C/ NORMAS AMBIENTAIS VIGENTES
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27000;CRIMES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27136;UTILIZAR RESIDUOS PERIGOSOS FABRICACAO DE PROD S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L27999;OUTRAS INFRACOES AMBIENTAIS REL ATIVIDADES POLUIDORAS;L27999;OUTRAS INFRACOES AMBIENTAIS REL ATIVIDADES POLUIDORAS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28201;UTILIZAR E INTERVIR EM RECURSOS HIDRICOS S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28202;DESATIVAR POCO CISTERNA S/ TAMPONAMENTO CONF CRITERIOS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28203;PERFURAR POCO TUBULAR S/ AUT DE PERFURACAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28204;EXTRAIR CAPTAR AGUA P/ CONSUMO HUMANO S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28205;EXTRAIR CAPTAR AGUA P/ DESSEDENTACAO DE ANIMAIS S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28206;UTILIZAR RECURSOS HIDRICOS COM OUTORGA VENCIDA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28207;INTERVIR P/ DESASSOREAMENTO DE CURSOS D'AGUA S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28208;CONSTRUIR OU UTILIZAR BARRAGENS S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28209;INTERVENCOES ALTERE QUANT QUALI REC HIDRICOS S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28210;EMITIR LANCAR EFLUENTES LIQUIDOS S/ AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28211;OBSTAR OU DIFICULTAR A ACAO FISCALIZADORA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28212;DESVIAR PARCIALMENTE CURSOS DE AGUA SEM A AUTORIZACAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28213;EXTRAIR AGUA SUB.SEM AUTORIZACAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28214;CAPTAR OU DERIVAR AGUA SUPERFICIAL SEM AUTORIZACAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28215;PRESTAR INFORM. FALSA SONEGAR DADO NO PROC AUT AMBIENTA
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28216;CAUSAR INTERVENCAO C/ DANOS AOS RECURSOS HIDRICOS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28217;DRAGAR PARA EXTRACAO MINERAL OS CURSOS DAGUA S/AUT
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28218;IMPEDIR OS USOS RECURSOS HIDRICO JUSANTE DA INTERVENCAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28219;DESVIAR DE CURSO DE AGUA SEM A DEVIDA AUTORIZACAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28220;FRAUDAR OS MEDIDORES DE VAZAO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28221;POLUIR OU CAUSAR DANO AOS RECURSOS HIDRICOS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28000;INFRACOES AMBIENTAIS RELATIVAS AOS RECURSOS HIDRICOS;L28299;OUTRAS INFRACOES CONTRA OS RECURSOS HIDRICOS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L28999;OUTRAS INFRACOES CONTRA OS RECURSOS HIDRICOS;L28999;OUTRAS INFRACOES CONTRA OS RECURSOS HIDRICOS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29001;DESTRUIR BEM PROTEGIDO POR LEI / DECISAO JUDICIAL.
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29002;ALTERAR ESTRUTURA EDIF OU LOCAL PROTEGIDO POR LEI
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29003;PROMOVER CONST EM SOLO NAO EDIFICAVEL OU NO ENTORNO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29004;PICHAR, GRAFITAR OU CONSPURCAR EDIF/MONUMENTO URBANO
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29005;FAZER FUNC PUB AFIRMACAO ENGANOSA PROC LICENC AMBIENTAL
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29006;CONCEDER FUNC. PUB LICENCA EM DESACORDO COM AS NORMAS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29007;DEIXAR DE CUMPRIR OBRIGACAO DE RELEVANCIA AMBIENTAL
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29000;INFRACOES C/ ORD URB PATRIM CULTURAL C/ ADM AMBIENTAL;L29008;DIFICULTAR FISCALIZACAO PODER PUB QUESTOES AMBIENTAIS
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L29999;OUTRAS INFRACOES C/ ORD URB/PATRIM CULTURAL C/ ADM AMB;L29999;OUTRAS INFRACOES C/ URB / PAT. CULTURAL / ADM AMB
L00000;INFRACOES AMBIENTAIS REL ATIV POLUIDORAS MEIO AMBIENTE;L99000;OUTRAS INFR. DE MEIO AMBIENTE/ATV POLUI/DEGRAD.;L99000;OUTRAS INFR. DE MEIO AMBIENTE/ATV POLUI/DEGRAD.
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01001;MODIFICA/DESTROI NINHO/ABRIGO/CRIADOURO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01002;CACA/APANHA/UTILIZA ANIMAL SILVESTRE
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01003;PESQUISA ESPECIME C/CAPTURA S/AUTORIZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01004;INTRODUZE ANIMAL DA FAUNA EXOTICA S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01005;TER AVE SILVESTRE EM CATIVEIRO S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01006;TER MAMIFEROS SILVESTRE EM CATIVEIRO S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01007;TER ANFIBIOS SILVESTRE EM CATIVEIRO S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01008;TER REPTEIS SILVESTRE EM CATIVEIRO S/ AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01009;TER ANIMAL SILVESTRE EM CATIVEIRO S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01010;TRAFICA ANIMAL SILVESTRE
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01011;TRANSPORTA ANIMAL SILVESTRE S/ AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01012;PROMOVE RINHA DE ANIMAL SILVESTRE/MAUS TRATOS
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01013;PROMOVE RINHA DE ANIMAL DOMESTICO/MAUS TRATO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01014;PROMOVE RINHA DE ANIMAL EXOTICO/MAUS TRATOS
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M01000;FAUNA SILVESTRE, DOMESTICA E EXOTICA;M01015;PROVOCA ABUSO/MAUS TRATOS A ANIMAL
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02001;CRIA ANIMAL SILVESTRE C/FIM COMERCIAL S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02002;COMERCIALIZA ANIMAL SILVESTRE S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02003;COMERCIALIZA OBJETO P/CACA/ ANIMAL SILVESTRE
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02004;BENEFICIA PRODUTO FAUNA SILVESTRE S/AUTORZC
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02005;NAO DECLARA ESTOQUE/REGISTRO CRIADOURO/ESPECI
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02006;EXPOE ANIMAL SILVESTRE C/O ATRACAO COMERCIAL
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02007;FUNCIONAR ZOOLOGICO SEM AUTORIZACAO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M02000;ESTABELECIMENTO COMERCIAL DA FAUNA SILVESTRE;M02008;FUNCIONAR CIRCO, C/ ANIMAL SEM AUTORIZACAO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10001;PESCAR COM USO DE TARRAFA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10002;PESCAR COM USO DE REDE
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10003;PESCAR COM USO DE FISGAS
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10004;PESCAR COM TECNICAS E / OU METODOS PROIBIDOS
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10005;PESCAR C/EXPLOSIVO/SUBSTANCIA PROIBIDA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10006;PESCAR COM EQUIPAMENTO/PETRECHO NAO PERMITIDO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10007;PESCAR EM LOCAL PROIBIDO/INTERDITADO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10008;PESCAR ESPECIE PROTEGIDAS POR LEI
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10009;PESCA/TRANSPORTA PEIXE C/TAMANHO NAO PERMITIDO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10010;PESCA/TRANSPORTA PEIXE QUANTIDADE NAO PERMITI
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10011;PESCAR SEM LICENCA DE PESCA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10012;PESCA COM EMBARCACAO SEM LICENCA APROPRIADA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10013;PRATICAR ATO TENDENTE A PESCA ILEGAL
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M10000;PESCA - PRATICADOS POR PESCADOR AMADOR;M10014;PESCAR EM PERIODO PROIBIDA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11001;PESCAR COM LICENCA DE PESCA VENCIDA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11002;PESCAR C/ EQUIPAMENTO/PETRECHO NAO PERMITIDO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11003;PESCAR C/APARELHOS/PETRECHO S/ IDENTIFICACAO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11004;PESCAR C/ EXPLOSIVO/SUBSTANCIA PROIBIDA
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11005;PESCAR NA PIRACEMA EM DESACORDO COM A LEI
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11006;PESCAR EM LOCAIS PROIBIDOS E / OU INTERDITADOS
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11007;PESCA/TRANSPORTA/COM. PEIXE FORA TAMANHO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11008;PESCADOR PROFISSIONAL EXERCE OUTRA PROFISSAO
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M11000;PRATICADOS POR PESCADOR PROFISSIONAL;M11009;PESCAR C/ TECNICAS E / OU METODOS PROIBIDOS
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M12000;COMERCIO E OUTRAS INFRACOES RELATIVAS A PESCA;M12001;COMERCIALIZAR PESCADO SEM PROVA DE ORIGEM
M00000;CRIMES E INFRACOES AMBIENTAIS RELATIVOS A PESCA E FAUNA;M12000;COMERCIO E OUTRAS INFRACOES RELATIVAS A PESCA;M12002;COMERCIALIZA PESCADO SEM REGISTRO/LICENCA
