Número REDS;Órgão Unidade Registro
2019-044663520-001;POLICIA CIVIL
2018-012980963-001;POLICIA MILITAR
2018-011592924-001;POLICIA MILITAR
2018-022730190-001;POLICIA MILITAR
2019-041736927-001;POLICIA MILITAR
2018-025040466-001;POLICIA MILITAR
2018-049558907-001;POLICIA CIVIL
2018-029710792-001;POLICIA MILITAR
2019-024133253-001;POLICIA MILITAR
2019-028998653-001;POLICIA MILITAR
2018-032776038-001;POLICIA MILITAR
2019-035057199-001;POLICIA MILITAR
2018-033187156-001;POLICIA MILITAR
2018-011121519-001;POLICIA MILITAR
2018-047999280-001;POLICIA MILITAR
2018-013965200-001;POLICIA MILITAR
2018-011898896-001;POLICIA MILITAR
2019-014211929-001;POLICIA MILITAR
2019-026147342-001;POLICIA MILITAR
2019-047298119-001;POLICIA MILITAR
2019-001370152-001;POLICIA MILITAR
2018-007560179-001;POLICIA MILITAR
2019-011197975-001;POLICIA MILITAR
2019-045925013-001;POLICIA MILITAR
2018-045562135-001;POLICIA MILITAR
2019-002866937-001;POLICIA MILITAR
2018-041494934-001;POLICIA MILITAR
2019-048597991-001;POLICIA MILITAR
2018-009433973-001;POLICIA MILITAR
2019-056855861-001;POLICIA MILITAR
2019-028428939-001;POLICIA MILITAR
2019-018946304-001;POLICIA MILITAR
2018-006135577-001;POLICIA MILITAR
2019-000166126-001;POLICIA MILITAR
2019-000562099-001;POLICIA MILITAR
2019-003895992-001;POLICIA MILITAR
2019-035286440-001;POLICIA MILITAR
2018-046266551-001;POLICIA MILITAR
2018-034686793-001;POLICIA MILITAR
2018-038518050-001;POLICIA MILITAR
2018-046313964-001;POLICIA MILITAR
2018-032968389-001;POLICIA MILITAR
2019-008728656-001;POLICIA MILITAR
2019-000059300-001;POLICIA MILITAR
2019-008841019-001;POLICIA MILITAR
2018-040564047-001;POLICIA MILITAR
2018-012607072-001;POLICIA MILITAR
2018-006680558-001;POLICIA MILITAR
2018-004274849-001;POLICIA MILITAR
2018-025928521-001;POLICIA MILITAR
2019-001501816-001;POLICIA MILITAR
2018-048293167-001;POLICIA MILITAR
2019-040863368-001;POLICIA MILITAR
2018-014242999-001;POLICIA MILITAR
2018-033909610-001;POLICIA MILITAR
2018-000871361-001;POLICIA MILITAR
2019-042449350-001;POLICIA MILITAR
2018-051011877-001;POLICIA MILITAR
2018-058046864-001;POLICIA MILITAR
2018-004139436-001;POLICIA MILITAR
2019-023505345-001;POLICIA MILITAR
2018-017306216-001;POLICIA MILITAR
2018-033993392-001;POLICIA MILITAR
2018-051332570-001;POLICIA MILITAR
2019-004051735-001;POLICIA MILITAR
2019-020490421-001;POLICIA MILITAR
2018-002480440-001;POLICIA MILITAR
2018-000364117-001;POLICIA MILITAR
2018-025930245-001;POLICIA MILITAR
2019-053465753-001;POLICIA MILITAR
2018-041461480-001;POLICIA MILITAR
2018-045709910-001;POLICIA MILITAR
2018-027525373-001;POLICIA MILITAR
2018-003352681-001;POLICIA MILITAR
2018-046030122-001;POLICIA MILITAR
2018-013614069-001;POLICIA MILITAR
2019-005878329-001;POLICIA MILITAR
2018-012322777-001;POLICIA MILITAR
2018-038515003-001;POLICIA MILITAR
2018-054921947-001;POLICIA CIVIL
2018-011221779-001;POLICIA MILITAR
2019-010303657-001;POLICIA MILITAR
2018-029235530-001;POLICIA CIVIL
2018-027200929-001;POLICIA MILITAR
2018-048965390-001;POLICIA MILITAR
2019-020606920-001;POLICIA MILITAR
2019-048331763-001;POLICIA MILITAR
2019-054519394-001;POLICIA CIVIL
2019-050464588-001;POLICIA MILITAR
2019-054696152-001;POLICIA CIVIL
2018-018070817-001;POLICIA MILITAR
2019-024600948-001;POLICIA MILITAR
2018-000506790-001;POLICIA MILITAR
2018-003446559-001;POLICIA MILITAR
2018-004532590-001;POLICIA MILITAR
2018-043637791-001;POLICIA MILITAR
2019-007155612-001;POLICIA MILITAR
2019-053728820-001;POLICIA MILITAR
2018-025523655-001;POLICIA MILITAR
2019-009916062-001;POLICIA MILITAR
2018-057284048-001;POLICIA MILITAR
2018-045243982-001;POLICIA MILITAR
2018-057741148-001;POLICIA MILITAR
2018-050665858-001;POLICIA MILITAR
2018-042869266-001;POLICIA MILITAR
2019-038628040-001;POLICIA MILITAR
2018-020853799-001;POLICIA MILITAR
2018-039957245-001;POLICIA MILITAR
2019-048790425-001;POLICIA MILITAR
2019-050034153-001;POLICIA MILITAR
2018-007218727-001;POLICIA MILITAR
2018-037781009-001;POLICIA MILITAR
2018-003586886-001;POLICIA MILITAR
2018-044195264-001;POLICIA MILITAR
2019-034628774-001;POLICIA MILITAR
2019-054360281-001;POLICIA MILITAR
2019-008091595-001;POLICIA MILITAR
2018-012954532-001;POLICIA MILITAR
2019-008565181-001;POLICIA MILITAR
2019-008884302-001;POLICIA MILITAR
2018-001278516-001;POLICIA MILITAR
2018-054050142-001;POLICIA MILITAR
2018-055064810-001;POLICIA CIVIL
2019-032243744-001;POLICIA MILITAR
2019-024672278-001;POLICIA MILITAR
2019-012236614-001;POLICIA MILITAR
2018-000455260-001;POLICIA MILITAR
2018-027897300-001;POLICIA MILITAR
2018-000926348-001;POLICIA MILITAR
2018-040066016-001;POLICIA MILITAR
2018-049168647-001;POLICIA MILITAR
2018-003508881-001;POLICIA MILITAR
2019-005931334-001;POLICIA MILITAR
2018-056628082-001;POLICIA MILITAR
2019-022682316-001;POLICIA MILITAR
2019-040629906-001;POLICIA MILITAR
2018-011442448-001;POLICIA MILITAR
2018-028654745-001;POLICIA MILITAR
2019-008326623-001;POLICIA MILITAR
2019-023623540-001;POLICIA MILITAR
2018-019996954-001;POLICIA MILITAR
2018-050003087-001;POLICIA MILITAR
2018-038812381-001;POLICIA MILITAR
2018-028987876-001;POLICIA MILITAR
2018-021308790-001;POLICIA MILITAR
2018-026228280-001;POLICIA MILITAR
2018-014785262-001;POLICIA MILITAR
2018-043201331-001;POLICIA MILITAR
2018-006372327-001;POLICIA MILITAR
2018-052964227-001;POLICIA MILITAR
2019-059230138-001;POLICIA MILITAR
2018-026965501-001;POLICIA CIVIL
2018-042076620-001;POLICIA MILITAR
2019-053685259-001;POLICIA MILITAR
2018-004108961-001;POLICIA MILITAR
2018-026455335-001;POLICIA MILITAR
2018-000307280-001;POLICIA MILITAR
2019-030161312-001;POLICIA MILITAR
2019-055913647-001;POLICIA MILITAR
2018-051454040-001;POLICIA MILITAR
2019-045515038-001;POLICIA MILITAR
2019-059187078-001;POLICIA MILITAR
2019-014626515-001;POLICIA MILITAR
2018-016385822-001;POLICIA MILITAR
2018-008288490-001;POLICIA MILITAR
2018-017605628-001;POLICIA MILITAR
2019-004836738-001;POLICIA MILITAR
2019-020078603-001;POLICIA MILITAR
2019-031311748-001;POLICIA MILITAR
2019-044147030-001;POLICIA MILITAR
2019-032512413-001;POLICIA MILITAR
2019-039839065-001;POLICIA MILITAR
2018-015972157-001;POLICIA MILITAR
2018-051674304-001;POLICIA MILITAR
2018-006142826-001;POLICIA MILITAR
2018-039164939-001;POLICIA MILITAR
2019-019711247-001;POLICIA MILITAR
2018-034120895-001;POLICIA MILITAR
2018-050892039-001;POLICIA MILITAR
2019-029161216-001;POLICIA MILITAR
2018-026868656-001;POLICIA MILITAR
2018-016952610-001;POLICIA MILITAR
2019-056049519-001;POLICIA CIVIL
2018-041282755-001;POLICIA MILITAR
2019-020484725-001;POLICIA MILITAR
2019-022691031-001;POLICIA MILITAR
2018-046279877-001;POLICIA MILITAR
2019-024843238-001;POLICIA MILITAR
2018-037677753-001;POLICIA MILITAR
2018-010542813-001;POLICIA MILITAR
2018-049485552-001;POLICIA MILITAR
2018-045383363-001;POLICIA MILITAR
2018-020669758-001;POLICIA MILITAR
2018-019631449-001;POLICIA MILITAR
2018-043208099-001;POLICIA MILITAR
2018-011200403-001;POLICIA MILITAR
2019-005463667-001;POLICIA MILITAR
2018-031975070-001;POLICIA MILITAR
2018-046659620-001;POLICIA MILITAR
2019-011313528-001;POLICIA MILITAR
2019-041208811-001;POLICIA MILITAR
2018-002937117-001;POLICIA MILITAR
2018-032970271-001;POLICIA MILITAR
2019-052875638-001;POLICIA MILITAR
2018-030325064-001;POLICIA MILITAR
2018-050436264-001;POLICIA MILITAR
2019-009840836-001;POLICIA MILITAR
2018-000889532-001;POLICIA MILITAR
2018-009374500-001;POLICIA MILITAR
2018-011586197-001;POLICIA MILITAR
2018-002660285-001;POLICIA MILITAR
2018-013260924-001;POLICIA MILITAR
2018-003097919-001;POLICIA MILITAR
2019-025307885-001;POLICIA MILITAR
2018-009212072-001;POLICIA MILITAR
2018-041411545-001;POLICIA MILITAR
2019-020002924-001;POLICIA MILITAR
2018-034407265-001;POLICIA MILITAR
2018-000153891-001;POLICIA MILITAR
2018-014407269-001;POLICIA MILITAR
2018-023179149-001;POLICIA MILITAR
2019-050652937-001;POLICIA CIVIL
2019-057445398-001;POLICIA MILITAR
2018-019822046-001;POLICIA MILITAR
2018-044776279-001;POLICIA MILITAR
2018-024971389-001;POLICIA MILITAR
2018-040538220-001;POLICIA MILITAR
2018-043767361-001;POLICIA MILITAR
2018-050561630-001;POLICIA MILITAR
2018-026363727-001;POLICIA MILITAR
2018-008097915-001;POLICIA MILITAR
2018-045986352-001;POLICIA MILITAR
2019-026878166-001;POLICIA MILITAR
2018-006029980-001;POLICIA MILITAR
2019-049861089-001;POLICIA MILITAR
2019-018219112-001;POLICIA MILITAR
2019-047437205-001;POLICIA MILITAR
2019-050059928-001;POLICIA MILITAR
2019-051571740-001;POLICIA MILITAR
2018-001150315-001;POLICIA CIVIL
2018-019830475-001;POLICIA MILITAR
2019-031847351-001;POLICIA MILITAR
2019-001488150-001;POLICIA MILITAR
2019-041638450-001;POLICIA MILITAR
2018-038307963-001;POLICIA MILITAR
2018-014575972-001;POLICIA MILITAR
2018-031471985-001;POLICIA MILITAR
2018-019339706-001;POLICIA MILITAR
2018-007192874-001;POLICIA MILITAR
2018-039060122-001;POLICIA MILITAR
2018-032169733-001;POLICIA MILITAR
2019-025233517-001;POLICIA MILITAR
2018-007356202-001;POLICIA MILITAR
2018-038545486-001;POLICIA MILITAR
2018-001270760-001;POLICIA MILITAR
2018-011318665-001;POLICIA MILITAR
2018-043433853-001;POLICIA MILITAR
2019-006289068-001;POLICIA MILITAR
2018-053309057-001;POLICIA MILITAR
2018-041221983-001;POLICIA MILITAR
2019-031660711-001;POLICIA MILITAR
2018-017948770-001;POLICIA MILITAR
2018-027125757-001;POLICIA MILITAR
2018-027896910-001;POLICIA MILITAR
2019-038802752-001;POLICIA MILITAR
2019-038812641-001;POLICIA MILITAR
2018-045744502-001;POLICIA MILITAR
2018-032489103-001;POLICIA MILITAR
2018-022710421-001;POLICIA MILITAR
2018-033008410-001;POLICIA MILITAR
2018-014060838-001;POLICIA MILITAR
2019-033784003-001;POLICIA MILITAR
2018-046573026-001;POLICIA MILITAR
2019-010169130-001;POLICIA MILITAR
2018-035104940-001;POLICIA MILITAR
2019-035659428-001;POLICIA MILITAR
2018-029348580-001;POLICIA MILITAR
2018-026797307-001;POLICIA MILITAR
2018-009938859-001;POLICIA MILITAR
2019-011782618-001;POLICIA MILITAR
2019-024003198-001;POLICIA MILITAR
2019-028108170-001;POLICIA MILITAR
2019-025368070-001;POLICIA MILITAR
2018-049747217-001;POLICIA MILITAR
2019-042512060-001;POLICIA MILITAR
2019-012866333-001;POLICIA MILITAR
2019-015579770-001;POLICIA MILITAR
2019-009561936-001;POLICIA MILITAR
2018-023748707-001;POLICIA MILITAR
2018-025998229-001;POLICIA MILITAR
2018-035743293-001;POLICIA MILITAR
2019-031396982-001;POLICIA MILITAR
2018-022790046-001;POLICIA MILITAR
2018-041807110-001;POLICIA MILITAR
2019-032696779-001;POLICIA MILITAR
2018-010562212-001;POLICIA MILITAR
2019-025431339-001;POLICIA MILITAR
2019-042574470-001;POLICIA MILITAR
2019-049275582-001;POLICIA MILITAR
2019-053160751-001;POLICIA MILITAR
2018-011446866-001;POLICIA MILITAR
2019-037106928-001;POLICIA MILITAR
2019-033427321-001;POLICIA MILITAR
2018-040780278-001;POLICIA MILITAR
2019-021151827-001;POLICIA MILITAR
2019-018756909-001;POLICIA MILITAR
2018-013635415-001;POLICIA MILITAR
2018-026796870-001;POLICIA MILITAR
2018-012598223-001;POLICIA MILITAR
2018-054170858-001;POLICIA MILITAR
2018-012768364-001;POLICIA MILITAR
2019-011953621-001;POLICIA MILITAR
2019-011801278-001;POLICIA MILITAR
2019-029057209-001;POLICIA MILITAR
2018-054755700-001;POLICIA MILITAR
2018-007387034-001;POLICIA MILITAR
2018-008824128-001;POLICIA MILITAR
2018-007862688-001;POLICIA MILITAR
2018-052805670-001;POLICIA MILITAR
2018-002041070-001;POLICIA CIVIL
2019-000581120-001;POLICIA MILITAR
2019-019114753-001;POLICIA MILITAR
2019-021074788-001;POLICIA MILITAR
2019-003234759-001;POLICIA MILITAR
2018-039931288-001;POLICIA MILITAR
2018-054817128-001;POLICIA MILITAR
2018-008248248-001;POLICIA MILITAR
2019-006170522-001;POLICIA MILITAR
2019-013168019-001;POLICIA MILITAR
2018-015120134-001;POLICIA MILITAR
2018-018328358-001;POLICIA MILITAR
2018-018527657-001;POLICIA MILITAR
2018-026785707-001;POLICIA MILITAR
2018-018526953-001;POLICIA MILITAR
2019-020915398-001;POLICIA MILITAR
2018-020532180-001;POLICIA MILITAR
2018-015880809-001;POLICIA MILITAR
2019-017715801-001;POLICIA MILITAR
2018-023743851-001;POLICIA MILITAR
2018-047725870-001;POLICIA MILITAR
2018-030872451-001;POLICIA MILITAR
2018-040811478-001;POLICIA MILITAR
2018-034433341-001;POLICIA MILITAR
2019-002795096-001;POLICIA MILITAR
2018-026081080-001;POLICIA MILITAR
2019-025328289-001;POLICIA MILITAR
2018-043434215-001;POLICIA MILITAR
2019-038486370-001;POLICIA MILITAR
2018-045579461-001;POLICIA MILITAR
2019-018149993-001;POLICIA MILITAR
2019-021181810-001;POLICIA MILITAR
2018-038855346-001;POLICIA MILITAR
2019-038499507-001;POLICIA MILITAR
2018-042967116-001;POLICIA MILITAR
2018-005003671-001;POLICIA MILITAR
2018-058033642-001;POLICIA MILITAR
2018-004943513-001;POLICIA MILITAR
2019-044388105-001;POLICIA MILITAR
2018-057060782-001;POLICIA MILITAR
2019-053778780-001;POLICIA MILITAR
2018-007893178-001;POLICIA MILITAR
2018-034760068-001;POLICIA MILITAR
2018-046127439-001;POLICIA MILITAR
2019-011841988-001;POLICIA MILITAR
2019-024067593-001;POLICIA MILITAR
2018-056030616-001;POLICIA MILITAR
2018-048633696-001;POLICIA MILITAR
2019-018103652-001;POLICIA MILITAR
2019-020665509-001;POLICIA MILITAR
2018-036919658-001;POLICIA MILITAR
2019-040644397-001;POLICIA MILITAR
2019-028860968-001;POLICIA MILITAR
2018-007990772-001;POLICIA MILITAR
2019-019133721-001;POLICIA MILITAR
2019-013362146-001;POLICIA MILITAR
2018-038793173-001;POLICIA MILITAR
2019-012568387-001;POLICIA MILITAR
2018-014092517-001;POLICIA MILITAR
2018-010195401-001;POLICIA MILITAR
2018-012937914-001;POLICIA MILITAR
2019-019607361-001;POLICIA MILITAR
2019-022227483-001;POLICIA MILITAR
2018-035931129-001;POLICIA MILITAR
2018-012598355-001;POLICIA MILITAR
2018-018353048-001;POLICIA MILITAR
2019-043748196-001;POLICIA MILITAR
2019-015321630-001;POLICIA MILITAR
2019-001561195-001;POLICIA MILITAR
2018-027824757-001;POLICIA MILITAR
2018-051996595-001;POLICIA MILITAR
2018-052172160-001;POLICIA MILITAR
2018-050023229-001;POLICIA MILITAR
2018-048960603-001;POLICIA MILITAR
2019-021080077-001;POLICIA MILITAR
2019-040965350-001;POLICIA MILITAR
2018-007760130-001;POLICIA MILITAR
2018-027976132-001;POLICIA MILITAR
2018-055929455-001;POLICIA MILITAR
2019-028085397-001;POLICIA CIVIL
2018-024821855-001;POLICIA MILITAR
2018-039929997-001;POLICIA MILITAR
2019-024184359-001;POLICIA MILITAR
2018-005076751-001;POLICIA MILITAR
2018-006758792-001;POLICIA MILITAR
2018-027531750-001;POLICIA MILITAR
2018-006500768-001;POLICIA MILITAR
2018-029697161-001;POLICIA MILITAR
2018-049925263-001;POLICIA MILITAR
2018-026248475-001;POLICIA MILITAR
2019-028092884-001;POLICIA CIVIL
2018-000591504-001;POLICIA MILITAR
2018-046373798-001;POLICIA MILITAR
2019-045052965-001;POLICIA MILITAR
2018-015194732-001;POLICIA MILITAR
2019-011235142-001;POLICIA MILITAR
2019-039697420-001;POLICIA MILITAR
2019-025392671-001;POLICIA MILITAR
2019-028042335-001;POLICIA MILITAR
2019-012997190-001;POLICIA MILITAR
2019-011899100-001;POLICIA MILITAR
2018-016524386-001;POLICIA MILITAR
2018-048872956-001;POLICIA MILITAR
2018-005543305-001;POLICIA MILITAR
2019-055716607-001;POLICIA MILITAR
2018-027817651-001;POLICIA MILITAR
2019-023686430-001;POLICIA MILITAR
2018-027219455-001;POLICIA MILITAR
2019-042028297-001;POLICIA MILITAR
2019-024713668-001;POLICIA MILITAR
2019-025943021-001;POLICIA MILITAR
2018-044075934-001;POLICIA MILITAR
2018-005570821-001;POLICIA MILITAR
2018-010991614-001;POLICIA MILITAR
2018-035069347-001;POLICIA MILITAR
2018-013864764-001;POLICIA MILITAR
2018-032608950-001;POLICIA MILITAR
2019-001241182-001;POLICIA MILITAR
2019-029836938-001;POLICIA MILITAR
2018-012688616-001;POLICIA MILITAR
2018-016411913-001;POLICIA CIVIL
2019-013994152-001;POLICIA MILITAR
2018-038612194-001;POLICIA MILITAR
2018-058018315-001;POLICIA MILITAR
2019-012292465-001;POLICIA MILITAR
2019-028566850-001;POLICIA CIVIL
2018-026024943-001;POLICIA MILITAR
2018-013309487-001;POLICIA MILITAR
2018-026916944-001;POLICIA MILITAR
2018-003634090-001;POLICIA MILITAR
2019-031812850-001;POLICIA MILITAR
2018-031017040-001;POLICIA MILITAR
2018-013572291-001;POLICIA MILITAR
2018-003061878-001;POLICIA MILITAR
2019-005917237-001;POLICIA MILITAR
2018-024660139-001;POLICIA MILITAR
2019-048390943-001;POLICIA CIVIL
2019-041312149-001;POLICIA MILITAR
2019-040381537-001;POLICIA MILITAR
2018-005717431-001;POLICIA MILITAR
2019-046852619-001;POLICIA MILITAR
2018-005352801-001;POLICIA MILITAR
2018-002372932-001;POLICIA MILITAR
2018-043629949-001;POLICIA MILITAR
2018-050728530-001;POLICIA MILITAR
2019-004502013-001;POLICIA MILITAR
2018-033883992-001;POLICIA MILITAR
2019-024977793-001;POLICIA CIVIL
2018-000829596-001;POLICIA MILITAR
2018-000004052-001;POLICIA MILITAR
2019-005615570-001;POLICIA MILITAR
2018-034428665-001;POLICIA MILITAR
2018-051977818-001;POLICIA MILITAR
2018-047456753-001;POLICIA MILITAR
2019-010008453-001;POLICIA MILITAR
2018-021891996-001;POLICIA MILITAR
2019-023207687-001;POLICIA MILITAR
2018-015283908-001;POLICIA MILITAR
2018-039603541-001;POLICIA MILITAR
2018-014802114-001;POLICIA MILITAR
2018-057889772-001;POLICIA MILITAR
2019-029107524-001;POLICIA MILITAR
2018-052170264-001;POLICIA MILITAR
2018-050220713-001;POLICIA MILITAR
2019-006354325-001;POLICIA MILITAR
2019-024725597-001;POLICIA MILITAR
2019-025844255-001;POLICIA MILITAR
2019-031826538-001;POLICIA MILITAR
2018-001394318-001;POLICIA MILITAR
2018-008340809-001;POLICIA MILITAR
2018-013251899-001;POLICIA MILITAR
2018-027024693-001;POLICIA MILITAR
2018-039006415-001;POLICIA MILITAR
2018-000476603-001;POLICIA MILITAR
2018-056599702-001;POLICIA MILITAR
2018-000245023-001;POLICIA MILITAR
2018-016721620-001;POLICIA MILITAR
2019-057626197-001;POLICIA MILITAR
2019-024970710-001;POLICIA MILITAR
2018-046723322-001;POLICIA MILITAR
2019-021929254-001;POLICIA MILITAR
2019-034214602-001;POLICIA MILITAR
2019-051014134-001;POLICIA MILITAR
2018-057167793-001;POLICIA MILITAR
2018-015325694-001;POLICIA MILITAR
2018-009821281-001;POLICIA MILITAR
2018-018172524-001;POLICIA MILITAR
2018-018193818-001;POLICIA MILITAR
2018-051298427-001;POLICIA MILITAR
2019-003898654-001;POLICIA MILITAR
2019-009776742-001;POLICIA MILITAR
2019-021750608-001;POLICIA MILITAR
2019-058433610-001;POLICIA MILITAR
2018-049439211-001;POLICIA CIVIL
2019-021951332-001;POLICIA MILITAR
2018-041509191-001;POLICIA MILITAR
2018-048684917-001;POLICIA MILITAR
2019-018574572-001;POLICIA MILITAR
2019-053213481-001;POLICIA MILITAR
2018-021359932-001;POLICIA MILITAR
2018-002155001-001;POLICIA MILITAR
2019-002414725-001;POLICIA MILITAR
2019-012029676-001;POLICIA MILITAR
2019-018014418-002;POLICIA CIVIL
2019-058565875-001;POLICIA MILITAR
2018-016034470-001;POLICIA MILITAR
2018-026796813-001;POLICIA MILITAR
2019-049986048-001;POLICIA MILITAR
2018-047011515-001;POLICIA MILITAR
2019-036824394-001;POLICIA MILITAR
2018-057248200-001;POLICIA MILITAR
2018-050020526-001;POLICIA MILITAR
2019-021720417-001;POLICIA MILITAR
2018-002108469-001;POLICIA MILITAR
2019-002297009-001;POLICIA MILITAR
2019-044475290-001;POLICIA MILITAR
2018-052527540-001;POLICIA MILITAR
2018-019449489-001;POLICIA MILITAR
2018-036985212-001;POLICIA MILITAR
2019-024175016-001;POLICIA MILITAR
2019-008324126-001;POLICIA MILITAR
2018-041984601-001;POLICIA MILITAR
2018-013151024-001;POLICIA MILITAR
2019-010459200-001;POLICIA MILITAR
2018-045588397-001;POLICIA MILITAR
2018-021591458-001;POLICIA MILITAR
2019-015492065-001;POLICIA MILITAR
2018-014735631-001;POLICIA MILITAR
2018-051348993-001;POLICIA MILITAR
2018-049396515-001;POLICIA MILITAR
2018-007168273-001;POLICIA MILITAR
2019-034352341-001;POLICIA MILITAR
2018-001491797-001;POLICIA MILITAR
2019-043974576-001;POLICIA MILITAR
2019-034478361-001;POLICIA MILITAR
2019-038111370-001;POLICIA MILITAR
2018-046512605-001;POLICIA MILITAR
2019-018955989-001;POLICIA MILITAR
2018-022619216-001;POLICIA MILITAR
2018-054018463-001;POLICIA MILITAR
2018-039912097-001;POLICIA MILITAR
2018-055004413-001;POLICIA MILITAR
2018-005293190-001;POLICIA CIVIL
2018-025657509-001;POLICIA MILITAR
2018-034138988-001;POLICIA MILITAR
2019-035658189-001;POLICIA MILITAR
2018-056756283-001;POLICIA MILITAR
2018-010945026-001;POLICIA MILITAR
2019-023435527-001;POLICIA MILITAR
2019-013264543-001;POLICIA CIVIL
2018-012783572-001;POLICIA MILITAR
2018-002793212-001;POLICIA MILITAR
2018-004463841-001;POLICIA MILITAR
2018-005537063-001;POLICIA MILITAR
2018-009245477-001;POLICIA MILITAR
2018-009712951-001;POLICIA MILITAR
2018-010488740-001;POLICIA MILITAR
2018-013035811-001;POLICIA MILITAR
2018-014666701-001;POLICIA MILITAR
2018-017671459-001;POLICIA MILITAR
2018-018246115-001;POLICIA MILITAR
2018-020405059-001;POLICIA MILITAR
2018-020762135-001;POLICIA MILITAR
2018-023149155-001;POLICIA MILITAR
2018-024295117-001;POLICIA MILITAR
2018-034142867-001;POLICIA MILITAR
2018-035474869-001;POLICIA MILITAR
2018-039466805-001;POLICIA MILITAR
2018-044471509-001;POLICIA MILITAR
2018-048600759-001;POLICIA MILITAR
2018-048790557-001;POLICIA MILITAR
2018-049226746-001;POLICIA MILITAR
2018-051010424-001;POLICIA MILITAR
2018-053868072-001;POLICIA MILITAR
2018-058032202-001;POLICIA MILITAR
2019-001167914-001;POLICIA MILITAR
2019-006626186-001;POLICIA MILITAR
2019-013149263-001;POLICIA MILITAR
2019-015470300-001;POLICIA MILITAR
2019-022117140-001;POLICIA MILITAR
2019-032262963-001;POLICIA MILITAR
2019-039363833-001;POLICIA MILITAR
2019-040553701-001;POLICIA MILITAR
2019-042419144-001;POLICIA MILITAR
2019-043600016-001;POLICIA MILITAR
2019-044111143-001;POLICIA MILITAR
2019-056221737-001;POLICIA MILITAR
2019-056269146-001;POLICIA MILITAR
2018-040354380-001;POLICIA MILITAR
2018-051558493-001;POLICIA MILITAR
2018-053810670-001;POLICIA MILITAR
2018-045559880-001;POLICIA MILITAR
2019-003515121-001;POLICIA MILITAR
2018-010911470-001;POLICIA MILITAR
2019-009806242-001;POLICIA MILITAR
2019-030819567-001;POLICIA MILITAR
2018-040755497-001;POLICIA MILITAR
2019-004280229-001;POLICIA MILITAR
2018-045583613-001;POLICIA MILITAR
2018-039767837-001;POLICIA MILITAR
2018-001820787-001;POLICIA MILITAR
2019-035950532-001;POLICIA MILITAR
2018-043755997-001;POLICIA MILITAR
2019-045949339-001;POLICIA MILITAR
2019-049316929-001;POLICIA MILITAR
2018-035192859-001;POLICIA MILITAR
2018-016456974-001;POLICIA MILITAR
2019-026876336-001;POLICIA MILITAR
2019-051200419-001;POLICIA MILITAR
2018-010636158-001;POLICIA MILITAR
2019-022614975-001;POLICIA MILITAR
2018-047439561-001;POLICIA MILITAR
2018-014481161-001;POLICIA MILITAR
2018-051702240-001;POLICIA MILITAR
2018-026492725-001;POLICIA MILITAR
2019-022341728-001;POLICIA MILITAR
2018-003540075-001;POLICIA MILITAR
2018-017439357-001;POLICIA MILITAR
2018-003429510-001;POLICIA MILITAR
2018-026305780-001;POLICIA MILITAR
2019-037756306-001;POLICIA MILITAR
2018-028090530-001;POLICIA MILITAR
2018-032581040-001;POLICIA CIVIL
2018-056249671-001;POLICIA MILITAR
2018-028395937-001;POLICIA MILITAR
2019-028430940-001;POLICIA MILITAR
2018-046616640-001;POLICIA MILITAR
2018-040491870-001;POLICIA MILITAR
2018-015435969-001;POLICIA MILITAR
2018-019984501-001;POLICIA MILITAR
2018-045949326-001;POLICIA MILITAR
2018-036632331-001;POLICIA MILITAR
2018-043569041-001;POLICIA MILITAR
2018-005936785-001;POLICIA CIVIL
2018-001313216-001;POLICIA MILITAR
2018-013588225-001;POLICIA MILITAR
2019-052256003-001;POLICIA MILITAR
2018-002946698-001;POLICIA MILITAR
2019-022475023-001;POLICIA MILITAR
2019-039735515-001;POLICIA MILITAR
2019-042646899-001;POLICIA MILITAR
2019-017195155-001;POLICIA MILITAR
2018-044100065-001;POLICIA MILITAR
2019-021156739-001;POLICIA MILITAR
2018-012549469-001;POLICIA MILITAR
2018-031915848-001;POLICIA MILITAR
2018-014105245-001;POLICIA MILITAR
2018-019218786-001;POLICIA MILITAR
2018-008701080-001;POLICIA MILITAR
2018-056345717-001;POLICIA MILITAR
2019-020556031-001;POLICIA MILITAR
2018-051751832-001;POLICIA MILITAR
2019-046537113-001;POLICIA MILITAR
2018-036478288-001;POLICIA MILITAR
2018-003799217-001;POLICIA MILITAR
2019-043766025-001;POLICIA MILITAR
2019-025500152-001;POLICIA MILITAR
2018-014911992-001;POLICIA CIVIL
2018-035861718-001;POLICIA MILITAR
2018-053096354-001;POLICIA MILITAR
2018-001196236-001;POLICIA MILITAR
2019-026456433-001;POLICIA MILITAR
2019-050403838-001;POLICIA MILITAR
2019-047063903-001;POLICIA MILITAR
2018-038886059-001;POLICIA MILITAR
2019-009142568-001;POLICIA MILITAR
2019-033763352-001;POLICIA MILITAR
2018-010205318-001;POLICIA MILITAR
2018-030609738-001;POLICIA MILITAR
2019-028358380-001;POLICIA MILITAR
2018-007808394-001;POLICIA MILITAR
2018-018639933-001;POLICIA MILITAR
2018-022545876-001;POLICIA MILITAR
2018-040355710-001;POLICIA MILITAR
2018-010287806-001;POLICIA MILITAR
2018-021441006-001;POLICIA CIVIL
2019-022232759-001;POLICIA MILITAR
2018-031102443-001;POLICIA MILITAR
2018-022430110-001;POLICIA MILITAR
2018-018605246-001;POLICIA MILITAR
